DesertTrack105Data_Begin			
	Name	SuperSurvivor	
	CreateTile	DesertAssets	[#type: "DesertFRoadCurves2", #aipath: ["DesertFRoadCurves2"], #direction: "SouthNorth", #position: vector(250.002,1250.0,10.0014), #CrateSmall_Object: [[vector (225.934,1175.16,11.043), [0.03,-0.00,0.01,1.00] ], [vector (228.026,1175.0,10.995), [0.03,-0.00,0.01,1.00] ], [vector (226.769,1172.9,10.9833), [-0.01,-0.38,0.03,0.92] ], [vector (226.854,1176.34,11.115), [0.03,-0.38,0.02,0.92] ]], #OilDrumExplosive_Object: [[vector (236.312,1192.75,12.1194), [0.04,-0.00,0.02,1.00] ], [vector (234.136,1194.33,12.3324), [0.04,-0.00,0.02,1.00] ], [vector (231.877,1196.17,12.5699), [0.04,-0.00,0.02,1.00] ], [vector (230.203,1197.6,12.7461), [0.04,-0.00,0.02,1.00] ]], #LogSmall_Object: [[vector (246.143,1373.45,10.0018), [0.00,-0.35,0.00,0.94] ], [vector (248.29,1374.44,10.0018), [0.00,-0.22,0.00,0.97] ], [vector (248.455,1366.59,10.0025), [-0.00,-0.62,-0.00,0.78] ], [vector (264.065,1369.65,10.0568), [0.00,0.00,-0.02,1.00] ]], #GasTank_Object: [[vector (216.016,1234.82,15.0198), [0.00,-0.23,0.00,0.97] ]], #Detonator_PickUp: [[vector (250.359,1157.95,11.2584), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFTransferRoadSand", #aipath: ["DesertFTransferRoadSand"], #direction: "SouthNorth", #position: vector(250.002,1500.0,10.0016), #Pylon_Object: [[vector (253.334,1510.25,10.0008), [0.00,0.00,0.00,1.00] ], [vector (255.002,1510.1,10.0008), [0.00,0.00,0.00,1.00] ], [vector (257.016,1510.22,10.0008), [0.00,0.00,0.00,1.00] ], [vector (245.995,1510.34,10.0008), [0.00,0.00,0.00,1.00] ], [vector (244.351,1510.37,10.0008), [0.00,0.00,0.00,1.00] ], [vector (242.476,1510.51,10.0008), [0.00,0.00,0.00,1.00] ]], #CrateSmall_Object: [[vector (274.838,1500.41,10.0188), [0.00,0.00,-0.00,1.00] ], [vector (272.437,1499.66,10.0257), [0.04,-0.26,0.01,0.97] ], [vector (273.842,1498.54,9.93081), [0.04,0.00,-0.00,1.00] ], [vector (274.405,1499.94,11.3044), [0.00,0.00,-0.00,1.00] ], [vector (270.104,1497.11,9.98868), [0.02,0.01,0.02,1.00] ], [vector (271.772,1499.36,11.3369), [0.04,-0.00,-0.00,1.00] ], [vector (270.763,1499.9,9.98409), [0.00,0.00,0.00,1.00] ]], #OilDrumNormal_Object: [[vector (283.891,1476.46,9.50631), [-0.01,0.00,0.01,1.00] ]], #OilDrumExplosive_Object: [[vector (278.418,1492.76,9.49368), [0.04,-0.00,-0.00,1.00] ], [vector (276.977,1493.29,9.52539), [0.01,-0.38,0.03,0.92] ], [vector (276.238,1490.97,9.47365), [0.01,-0.38,0.03,0.92] ], [vector (246.523,1512.15,10.0019), [0.00,0.00,0.00,1.00] ], [vector (248.455,1512.16,10.0019), [0.00,0.00,0.00,1.00] ], [vector (250.544,1512.35,10.0019), [0.00,0.00,0.00,1.00] ], [vector (252.577,1512.31,10.0019), [0.00,0.00,0.00,1.00] ]], #VendingMachine_Object: [[vector (282.07,1479.32,9.46492), [-0.01,-0.79,-0.01,0.61] ]], #StopSign_Object: [[vector (249.611,1509.74,10.0019), [0.00,0.00,0.00,1.00] ]], #Dumpster_Object: [[vector (268.223,1471.31,9.9215), [-0.01,-0.38,0.00,0.92] ]], #GarbageBag_Object: [[vector (266.005,1474.15,9.95266), [0.00,0.00,0.02,1.00] ], [vector (267.486,1471.66,13.1546), [0.02,0.00,-0.02,1.00] ], [vector (264.695,1472.76,10.0124), [0.00,-0.00,0.02,1.00] ], [vector (263.048,1474.42,10.0875), [0.00,0.00,0.02,1.00] ], [vector (258.406,1479.22,10.054), [0.00,0.00,0.00,1.00] ]], #GasTank_Object: [[vector (271.346,1532.56,8.69722), [0.00,-0.01,0.04,1.00] ]], #Repair_PickUp: [[vector (269.204,1419.1,10.8429), [-0.71,0.00,0.00,0.71] ], [vector (237.171,1615.63,11.2519), [-0.71,0.00,0.00,0.71] ]], #CashSmall_PickUp: [[vector (262.148,1396.79,11.2518), [-0.71,0.00,0.00,0.71] ], [vector (267.442,1407.5,10.9578), [-0.71,0.00,0.00,0.71] ], [vector (265.804,1428.8,11.0646), [-0.71,0.00,0.00,0.71] ], [vector (258.62,1434.63,11.2518), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFOffroadVertical2", #aipath: ["DesertFOffroadVertical2"], #direction: "SouthNorth", #position: vector(250.002,1750.0,10.0025), #OilDrumExplosive_Object: [[vector (241.356,1776.68,10.0021), [0.00,0.00,0.00,1.00] ], [vector (243.877,1779.95,10.0021), [0.00,0.00,0.00,1.00] ], [vector (246.523,1783.99,10.0021), [0.00,0.00,0.00,1.00] ], [vector (249.548,1787.52,10.0021), [0.00,0.00,0.00,1.00] ], [vector (252.824,1784.11,10.0021), [0.00,0.00,0.00,1.00] ], [vector (255.47,1780.08,10.0021), [0.00,0.00,0.00,1.00] ], [vector (258.494,1775.67,10.0021), [0.00,0.00,0.00,1.00] ]], #Detonator_PickUp: [[vector (250.052,1717.58,11.2521), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFOffroadCurve4", #aipath: ["DesertFOffroadCurve4"], #direction: "SouthEast", #position: vector(250.003,2000.0,10.0027)]
	CreateTile	DesertAssets	[#type: "DesertFOffroadCurves1Horizontal", #aipath: ["DesertFOffroadCurves1Horizontal"], #direction: "WestEast", #position: vector(500.003,2000.0,10.0025), #Pylon_Object: [[vector (571.806,2005.27,13.79), [0.00,0.00,0.03,1.00] ], [vector (572.249,2007.05,13.7715), [0.00,0.00,0.03,1.00] ], [vector (572.794,2008.8,13.7647), [0.01,-0.00,0.03,1.00] ], [vector (571.372,2003.58,13.8086), [0.01,-0.00,0.03,1.00] ], [vector (571.063,2001.66,13.8062), [0.01,-0.00,0.03,1.00] ], [vector (570.93,2000.09,13.7961), [0.00,0.00,0.03,1.00] ], [vector (570.253,1997.78,13.8295), [0.00,0.00,0.03,1.00] ]], #CrateSmall_Object: [[vector (504.995,2059.12,17.1766), [-0.01,0.00,-0.01,1.00] ], [vector (503.404,2058.68,17.166), [-0.01,0.00,-0.01,1.00] ], [vector (504.436,2057.61,17.2079), [-0.01,0.00,-0.01,1.00] ], [vector (504.332,2058.23,18.4988), [-0.01,0.00,-0.01,1.00] ], [vector (501.752,2056.44,17.2301), [-0.01,0.00,-0.00,1.00] ], [vector (501.161,2058.78,17.1301), [-0.01,-0.38,-0.01,0.92] ], [vector (501.782,2056.82,18.5203), [-0.01,0.00,-0.00,1.00] ], [vector (502.498,2054.71,17.2653), [-0.01,0.00,-0.00,1.00] ], [vector (502.159,2058.23,17.1603), [-0.01,0.00,-0.01,1.00] ], [vector (498.798,2055.04,17.2448), [-0.01,0.00,-0.00,1.00] ]], #StopSign_Object: [[vector (569.288,2004.89,13.9734), [-0.02,-0.79,0.02,0.61] ]], #PhoneBooth_Object: [[vector (490.407,2055.53,17.1695), [-0.01,0.00,-0.02,1.00] ]], #AdSign_Object: [[vector (492.495,2051.06,17.3305), [-0.00,0.00,-0.02,1.00] ]]]
	CreateTile	DesertAssets	[#type: "DesertFOffroadCurve2", #aipath: ["DesertFOffroadCurve2"], #direction: "WestNorth", #position: vector(750.003,2000.0,10.0033)]
	CreateTile	DesertAssets	[#type: "DesertFOffroadVertical2", #aipath: ["DesertFOffroadVertical2"], #direction: "SouthNorth", #position: vector(750.003,2250.0,10.0034), #OilDrumExplosive_Object: [[vector (740.367,2222.16,10.0029), [0.00,0.00,0.00,1.00] ], [vector (740.472,2219.42,10.0029), [0.00,0.00,0.00,1.00] ], [vector (740.367,2216.14,10.0029), [0.00,0.00,0.00,1.00] ], [vector (740.367,2212.97,10.0029), [0.00,0.00,0.00,1.00] ], [vector (740.155,2209.69,10.0029), [0.00,0.00,0.00,1.00] ], [vector (748.505,2216.77,10.0029), [0.00,0.00,0.00,1.00] ], [vector (750.83,2216.67,10.003), [0.00,0.00,0.00,1.00] ], [vector (758.861,2222.48,10.003), [0.00,0.00,0.00,1.00] ], [vector (758.861,2219.63,10.003), [0.00,0.00,0.00,1.00] ], [vector (758.756,2216.67,10.003), [0.00,0.00,0.00,1.00] ], [vector (758.967,2213.29,10.003), [0.00,0.00,0.00,1.00] ], [vector (759.391,2210.12,10.003), [0.00,0.00,0.00,1.00] ]], #StopSign_Object: [[vector (750.041,2352.22,10.003), [0.00,0.00,0.00,1.00] ]], #Ramp1_Object: [[vector (744.823,2356.06,10.003), [0.00,0.00,0.00,1.00] ], [vector (755.689,2356.34,10.003), [0.00,0.00,0.00,1.00] ]], #Ramp3_Object: [[vector (743.01,2163.49,10.0029), [0.00,0.00,0.00,1.00] ], [vector (757.382,2163.48,10.0029), [0.00,0.00,0.00,1.00] ]], #Ramp2_Object: [[vector (750.196,2163.48,10.0029), [0.00,0.00,0.00,1.00] ]], #GarbageBag_Object: [[vector (750.29,2356.19,10.0552), [0.00,0.00,0.00,1.00] ]], #Repair_PickUp: [[vector (761.701,2296.82,11.253), [-0.71,0.00,0.00,0.71] ], [vector (736.982,2296.96,11.2324), [-0.71,0.00,0.00,0.71] ]], #Detonator_PickUp: [[vector (750.196,2171.59,13.0029), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFOffroadVertical2", #aipath: ["DesertFOffroadVertical2"], #direction: "SouthNorth", #position: vector(750.003,2500.0,10.0035)]
	CreateTile	DesertAssets	[#deco: TRUE, #parent: 1, #type: "DesertFRoadVertical1", #aipath: ["DesertFRoadVertical1"], #direction: "SouthNorth", #position: vector(-0.000250477,-250.0,-0.00025)]
	CreateTile	DesertAssets	[#deco: TRUE, #parent: 14, #type: "DesertFOffroadVertical2", #aipath: ["DesertFOffroadVertical2"], #direction: "SouthNorth", #position: vector(750.004,2750.0,10.0036)]
DesertTrack105Build_End			
