DesertTrack1Data_Begin			
	Name	Vertigo Elimination	
	CreateTile	DesertAssets	[#type: "DesertDCurly1", #aipath: ["DesertDCurly1"], #direction: "SouthNorth", #position: vector(250.0,2250.0,18.9999), #CrateSmall_Object: [[vector (226.57,2259.18,34.7732), [0.05,0.26,-0.06,0.96] ], [vector (226.508,2258.91,36.1157), [0.04,0.50,-0.07,0.86] ]], #CashSmall_PickUp: [[vector (251.371,2294.32,40.6577), [-0.71,0.00,0.00,0.71] ], [vector (254.986,2303.76,41.5648), [-0.71,0.00,0.00,0.71] ], [vector (256.667,2312.88,42.3827), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDCurly2", #aipath: ["DesertDCurly2"], #direction: "SouthNorth", #position: vector(220.001,2500.0,44.0), #CashBig_PickUp: [[vector (200.887,2498.71,40.3762), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDVerticalStraight", #aipath: ["DesertDVerticalStraight"], #direction: "SouthNorth", #position: vector(220.001,2750.0,29.0004), #Ramp4_Object: [[vector (219.726,2652.58,29.0003), [0.00,0.00,0.00,1.00] ]], #Nitro_PickUp: [[vector (219.874,2666.55,32.2504), [-0.71,0.00,0.00,0.71] ]], #Repair_PickUp: [[vector (219.855,2661.0,33.0004), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDBridgeVertical", #aipath: ["DesertDBridgeVertical"], #direction: "SouthNorth", #position: vector(220.001,3000.0,29.0004)]
	CreateTile	DesertAssets	[#type: "DesertDBridgeVertical", #aipath: ["DesertDBridgeVertical"], #direction: "SouthNorth", #position: vector(220.001,3250.0,29.0004), #OilDrumNormal_Object: [[vector (237.863,3231.42,29.1362), [0.00,0.00,-0.01,1.00] ], [vector (238.991,3229.29,29.1532), [0.00,0.00,-0.01,1.00] ], [vector (235.026,3226.56,29.0937), [0.00,0.00,-0.01,1.00] ], [vector (219.205,3280.82,29.2625), [0.00,0.00,0.06,1.00] ], [vector (220.149,3283.21,29.1511), [0.00,0.00,0.01,1.00] ], [vector (223.944,3281.79,29.0941), [0.00,0.00,0.01,1.00] ]], #OilDrumExplosive_Object: [[vector (237.148,3228.92,29.1255), [0.00,0.00,-0.01,1.00] ], [vector (221.767,3280.22,29.1268), [0.00,0.00,0.01,1.00] ], [vector (219.675,3214.02,29.1608), [-0.00,-0.15,0.01,0.99] ], [vector (239.516,3259.61,29.1734), [0.01,-0.13,-0.06,0.99] ]], #Detonator_PickUp: [[vector (229.395,3188.65,30.5134), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDBridgeVertical", #aipath: ["DesertDBridgeVertical"], #direction: "SouthNorth", #position: vector(220.001,3500.0,29.0004), #CrateBig_Object: [[vector (219.576,3428.19,29.0279), [0.01,-0.08,0.00,1.00] ], [vector (222.256,3426.95,29.0109), [-0.00,0.30,0.00,0.95] ], [vector (220.662,3424.58,30.89), [-0.00,0.30,0.00,0.95] ], [vector (225.577,3425.5,29.0191), [-0.00,0.30,0.00,0.95] ]], #DirectionArrows_Object: [[vector (238.061,3406.66,29.515), [-0.05,0.71,-0.04,0.70] ]]]
	CreateTile	DesertAssets	[#deco: TRUE, #parent: 1, #type: "DesertDCurly1", #aipath: ["DesertDCurly1"], #direction: "SouthNorth", #position: vector(29.9998,-250.0,-25.0004)]
	CreateTile	DesertAssets	[#deco: TRUE, #parent: 22, #type: "DesertDVerticalStraight", #aipath: ["DesertDVerticalStraight"], #direction: "SouthNorth", #position: vector(220.001,3750.0,29.0005)]
	CreateTile	DesertAssets	[#deco: TRUE, #parent: 4, #type: "DesertFOffroadVertical2", #aipath: ["DesertFOffroadVertical2"], #direction: "SouthNorth", #position: vector(0.0,1000.0,3.0007)]
DesertTrack1Build_End			
