DesertTrack7Data_Begin			
	Name	Sahara Survivor	
	CreateTile	DesertAssets	[#type: "DesertFTransitionCurve3", #aipath: ["DesertFTransitionCurve3"], #direction: "SouthNorth", #position: vector(-249.998,2500.0,13.0002), #OilDrumNormal_Object: [[vector (-256.732,2593.95,23.0041), [0.00,0.00,-0.01,1.00] ], [vector (-256.028,2597.94,23.0005), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-254.889,2595.18,23.0005), [0.00,-0.00,0.00,1.00] ], [vector (-225.485,2567.13,23.0005), [0.00,0.00,0.00,1.00] ], [vector (-220.726,2530.06,23.0005), [0.00,0.00,0.00,1.00] ], [vector (-220.138,2528.55,23.0005), [0.00,0.00,0.00,1.00] ], [vector (-213.981,2595.56,34.2243), [0.07,0.12,-0.03,0.99] ]], #CrateBig_Object: [[vector (-258.939,2591.6,23.1473), [-0.02,0.00,0.07,1.00] ], [vector (-257.108,2591.32,22.992), [-0.00,0.26,-0.01,0.96] ], [vector (-256.879,2591.48,24.8825), [-0.00,0.26,-0.01,0.96] ], [vector (-223.708,2570.77,23.0005), [0.00,0.95,0.00,0.32] ], [vector (-224.794,2568.83,23.0005), [0.00,0.00,0.00,1.00] ], [vector (-224.373,2568.6,24.8653), [0.00,0.00,0.00,1.00] ], [vector (-227.801,2569.33,23.0005), [0.00,0.00,0.00,1.00] ], [vector (-226.868,2568.49,24.8653), [0.00,0.26,0.00,0.97] ]], #StopSign_Object: [[vector (-226.344,2564.37,23.0005), [0.00,0.27,0.00,0.96] ]], #ArrowsLeft_Object: [[vector (-203.891,2543.13,23.0005), [0.00,-0.60,0.00,0.80] ], [vector (-192.344,2504.92,23.0005), [0.00,-0.60,0.00,0.80] ]], #Detonator_PickUp: [[vector (-198.955,2492.61,24.4174), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDFTransferTunnel2", #aipath: ["DesertDFTransferTunnel2"], #direction: "SouthNorth", #position: vector(-249.999,2750.0,23.0002), #OilDrumNormal_Object: [[vector (-231.594,2675.6,19.1773), [-0.03,-0.00,0.00,1.00] ]], #Repair_PickUp: [[vector (-252.892,2648.39,22.8381), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDBridgeVertical", #aipath: ["DesertDBridgeVertical"], #direction: "SouthNorth", #position: vector(-249.999,3000.0,18.0004), #Ramp4_Object: [[vector (-245.624,3007.93,18.1559), [-0.00,-0.03,0.01,1.00] ], [vector (-235.548,3007.6,18.1496), [0.00,-0.00,-0.01,1.00] ]], #Nitro_PickUp: [[vector (-245.737,2893.73,19.503), [-0.71,0.00,0.00,0.71] ], [vector (-235.914,3023.46,23.8325), [-0.71,0.00,0.00,0.71] ]], #Repair_PickUp: [[vector (-244.22,2901.0,19.5009), [-0.71,0.00,0.00,0.71] ]], #CashBig_PickUp: [[vector (-244.522,3023.66,23.824), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDCornerTown1", #aipath: ["DesertDCornerTown1"], #direction: "SouthEast", #position: vector(-249.999,3250.0,18.0001), #Repair_PickUp: [[vector (-225.905,3243.0,13.5), [-0.71,0.00,0.00,0.71] ]], #HiddenPackage_PickUp: [[vector (-169.874,3232.67,14.4406), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDHorizontalStraight1", #aipath: ["DesertDHorizontalStraight1"], #direction: "WestEast", #position: vector(0.000556946,3250.0,11.0006)]
	CreateTile	DesertAssets	[#type: "DesertDCurveOuter2", #aipath: ["DesertDCurveOuter2"], #direction: "WestNorth", #position: vector(250.001,3250.0,11.0006), #Repair_PickUp: [[vector (210.334,3280.63,13.751), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertDVerticalStraight", #aipath: ["DesertDVerticalStraight"], #direction: "SouthNorth", #position: vector(250.001,3500.0,7.00096), #CrateSmall_Object: [[vector (260.493,3529.77,7.28474), [0.03,-0.26,-0.12,0.96] ]], #OilDrumExplosive_Object: [[vector (263.782,3531.92,7.35997), [0.00,0.00,-0.01,1.00] ], [vector (239.681,3525.95,7.22193), [0.00,0.00,0.12,0.99] ], [vector (261.056,3539.0,7.36575), [0.00,0.00,-0.12,0.99] ], [vector (240.488,3592.2,7.00092), [0.00,0.45,0.00,0.89] ], [vector (242.884,3596.12,7.00092), [0.00,0.45,0.00,0.89] ]], #Nitro_PickUp: [[vector (250.069,3412.34,8.50089), [-0.71,0.00,0.00,0.71] ]], #Detonator_PickUp: [[vector (254.17,3509.29,8.50089), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFDRoadTransferTunnel1", #aipath: ["DesertFDRoadTransferTunnel1"], #direction: "SouthNorth", #position: vector(250.002,3750.0,7.00084), #OilDrumExplosive_Object: [[vector (263.696,3630.02,7.21473), [-0.01,0.00,0.00,1.00] ], [vector (238.335,3855.58,20.085), [0.00,0.00,0.00,1.00] ], [vector (268.567,3850.07,20.3497), [-0.00,0.00,-0.02,1.00] ], [vector (276.658,3837.25,20.7298), [-0.00,0.00,-0.02,1.00] ]], #CrateBig_Object: [[vector (260.255,3641.64,6.84421), [-0.01,-0.00,-0.12,0.99] ], [vector (265.564,3631.28,7.2007), [-0.01,0.21,0.00,0.98] ], [vector (264.97,3631.32,9.08986), [-0.01,0.57,0.01,0.82] ], [vector (277.66,3840.04,20.77), [-0.00,0.00,-0.02,1.00] ], [vector (286.351,3837.35,20.3497), [0.00,-0.00,0.03,1.00] ], [vector (278.188,3836.76,20.8166), [-0.01,0.26,-0.02,0.97] ]], #StopSign_Object: [[vector (256.396,3641.39,6.57174), [-0.01,0.00,-0.00,1.00] ], [vector (241.481,3641.21,6.62946), [-0.01,0.26,0.00,0.97] ]], #SheetBig_Object: [[vector (278.695,3843.93,20.4603), [-0.00,-0.01,-0.02,1.00] ]], #Dumpster_Object: [[vector (289.782,3833.93,20.188), [-0.02,-0.71,0.02,0.71] ]], #GarbageBag_Object: [[vector (270.354,3850.87,20.4774), [-0.00,0.00,-0.02,1.00] ], [vector (269.133,3852.17,20.4311), [0.01,-0.26,-0.02,0.97] ]], #PhoneBooth_Object: [[vector (239.608,3858.82,20.085), [0.00,0.00,0.00,1.00] ]], #SandBag_Object: [[vector (257.952,3631.69,6.84698), [-0.01,0.26,0.00,0.97] ], [vector (264.649,3627.49,7.2733), [-0.01,0.79,0.01,0.62] ], [vector (256.324,3634.14,6.77534), [-0.01,0.74,0.01,0.67] ], [vector (263.155,3628.36,7.25291), [-0.01,0.12,0.00,0.99] ]], #Repair_PickUp: [[vector (237.147,3803.13,21.5176), [-0.71,0.00,0.00,0.71] ]], #Detonator_PickUp: [[vector (250.62,3802.51,21.4895), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFRoadCurves1", #aipath: ["DesertFRoadCurves1"], #direction: "SouthNorth", #position: vector(250.001,4000.0,20.0015), #OilDrumExplosive_Object: [[vector (275.767,3880.83,20.7909), [0.04,0.00,-0.05,1.00] ]], #GasTankDestroyed_Object: [[vector (279.432,3884.19,22.3553), [-0.01,0.70,-0.06,0.71] ]], #Repair_PickUp: [[vector (252.883,4082.96,21.4725), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#type: "DesertFRoadCurves2", #aipath: ["DesertFRoadCurves2"], #direction: "SouthNorth", #position: vector(250.001,4250.0,20.001)]
	CreateTile	DesertAssets	[#type: "DesertFRoadCurves1", #aipath: ["DesertFRoadCurves1"], #direction: "SouthNorth", #position: vector(250.002,4500.0,20.0016), #CashBig_PickUp: [[vector (236.677,4484.06,56.7453), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	DesertAssets	[#deco: TRUE, #parent: 1, #type: "DesertFRoadInnerCurve2", #aipath: ["DesertFRoadInnerCurve2"], #direction: "SouthNorth", #position: vector(0.000458066,750.001,9.99984)]
	CreateTile	DesertAssets	[#deco: TRUE, #parent: 18, #type: "DesertFRoadCurves2", #aipath: ["DesertFRoadCurves2"], #direction: "SouthNorth", #position: vector(250.002,4750.0,20.0011)]
	CreateTile	DesertAssets	[#deco: TRUE, #parent: 1, #type: "DesertFRoadOuterCurve3", #aipath: ["DesertFRoadOuterCurve3"], #direction: "SouthNorth", #position: vector(-249.999,1000.0,19.9991)]
	CreateTile	DesertAssets	[#deco: TRUE, #parent: 8, #type: "DesertFRoadInnerCurve2", #aipath: ["DesertFRoadInnerCurve2"], #direction: "SouthNorth", #position: vector(0.000458066,750.001,9.99984)]
DesertTrack7Build_End			
