CityTrack9Data_Begin			
	Name	Bangkok BattleRace	
	CreateTile	CityAssets	[#type: "CityCurve3", #aipath: ["CityCurve3"], #direction: "EastNorth", #position: vector(-500.0,-250.0,-0.000213357), #CrateSmall_Object: [[vector (-475.473,-172.977,0.299867), [0.00,0.26,0.00,0.97] ]], #OilDrumExplosive_Object: [[vector (-504.007,-171.333,0.299862), [0.00,0.01,0.00,1.00] ], [vector (-490.678,-145.377,-0.000156403), [0.00,0.01,0.00,1.00] ], [vector (-493.484,-144.5,-0.000157356), [0.00,0.01,0.00,1.00] ], [vector (-505.059,-136.608,-0.000164628), [0.00,0.01,0.00,1.00] ], [vector (-407.684,-252.807,0.0), [0.00,0.52,0.00,0.85] ], [vector (-410.139,-251.053,0.0), [0.00,0.52,0.00,0.85] ], [vector (-442.936,-236.495,0.0), [0.00,0.52,0.00,0.85] ], [vector (-437.706,-218.62,0.299906), [0.00,0.00,0.00,1.00] ], [vector (-487.332,-204.553,0.299889), [0.00,0.00,0.00,1.00] ]], #VendingMachine_Object: [[vector (-502.888,-188.251,0.299875), [0.00,0.87,0.00,0.50] ], [vector (-504.48,-185.373,0.299873), [0.00,0.87,0.00,0.50] ]], #MailBox_Object: [[vector (-481.811,-162.584,0.299858), [0.00,0.13,0.00,0.99] ]], #Dumpster_Object: [[vector (-471.213,-172.626,0.299868), [0.00,-0.13,0.00,0.99] ]], #Detonator_PickUp: [[vector (-383.391,-249.099,1.49994), [0.00,1.00,0.02,-0.00] ]]]
	CreateTile	CityAssets	[#type: "CityJunction", #aipath: ["CityJunction"], #direction: "SouthWest", #position: vector(-500.0,0.0,-0.000155709), #OilDrumNormal_Object: [[vector (-512.894,-17.1109,0.299836), [0.00,0.05,0.00,1.00] ], [vector (-515.038,-19.2551,0.299835), [0.00,0.05,0.00,1.00] ], [vector (-512.06,13.5586,0.299839), [0.00,0.05,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-613.568,-12.3172,0.299826), [0.00,0.01,0.00,1.00] ], [vector (-514.965,-16.8772,0.299836), [0.00,0.01,0.00,1.00] ], [vector (-506.638,-74.0826,-0.000169128), [0.00,0.01,0.00,1.00] ]], #MailBox_Object: [[vector (-586.978,14.1358,0.299832), [0.00,0.71,0.00,0.71] ]], #Ramp2_Object: [[vector (-613.07,5.48096,-0.000170946), [0.00,0.71,0.00,0.71] ], [vector (-613.07,-4.59121,-0.000172004), [0.00,0.71,0.00,0.71] ]], #ArrowsLeft_Object: [[vector (-483.634,-5.29067,-0.000158131), [0.00,-0.71,0.00,0.71] ], [vector (-504.266,11.0708,0.299841), [0.00,0.00,0.00,1.00] ]], #PhoneBooth_Object: [[vector (-590.743,14.1193,0.299831), [0.00,0.71,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityIntersection", #aipath: ["CityIntersection"], #direction: "EastWest", #position: vector(-750.0,0.0,-0.000185701), #OilDrumNormal_Object: [[vector (-759.399,-3.01003,-0.000187099), [0.00,0.05,0.00,1.00] ], [vector (-757.45,-6.12883,-0.000187159), [0.00,0.05,0.00,1.00] ], [vector (-761.348,-8.07809,-0.000187814), [0.00,0.05,0.00,1.00] ], [vector (-772.069,11.6094,0.299813), [0.00,0.05,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-768.49,14.8669,0.299814), [0.00,0.01,0.00,1.00] ], [vector (-815.493,12.0617,0.299809), [0.00,0.01,0.00,1.00] ], [vector (-827.769,-11.7911,0.299805), [0.00,0.01,0.00,1.00] ], [vector (-845.132,12.5879,0.299806), [0.00,0.01,0.00,1.00] ], [vector (-758.306,-11.265,-0.000187814), [0.00,0.01,0.00,1.00] ], [vector (-680.587,-12.8434,0.299819), [0.00,0.01,0.00,1.00] ], [vector (-677.079,-12.1419,0.29982), [0.00,0.01,0.00,1.00] ], [vector (-678.833,-6.00351,-0.00017935), [0.00,0.01,0.00,1.00] ], [vector (-634.439,12.4125,0.299827), [0.00,0.01,0.00,1.00] ]], #Ramp2_Object: [[vector (-778.11,-0.471406,-0.000187874), [0.00,0.71,0.00,0.71] ]], #ArrowsRight_Object: [[vector (-749.337,-16.6089,-0.000185609), [0.00,1.00,0.00,0.00] ]], #Crosses_Object: [[vector (-745.505,114.754,-0.000172138), [0.00,0.00,0.00,1.00] ]], #Detonator_PickUp: [[vector (-628.453,0.0511178,3.49984), [0.00,1.00,0.02,-0.00] ]]]
	CreateTile	CityAssets	[#type: "CityBeachTwoOne", #aipath: ["CityBeachTwoOne"], #direction: "EastSouth", #position: vector(-1000.0,-80.0001,-0.000213232), #OilDrumNormal_Object: [[vector (-992.344,-68.4767,0.299784), [0.00,0.05,0.00,1.00] ], [vector (-995.268,-66.3316,-0.000216782), [0.00,0.05,0.00,1.00] ], [vector (-1051.24,-171.365,-0.000232577), [0.00,0.05,0.00,1.00] ], [vector (-1046.95,-170.975,-0.0002321), [0.00,0.05,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-1025.36,-150.181,0.299772), [0.00,0.01,0.00,1.00] ], [vector (-1023.78,-145.797,0.299773), [0.00,0.01,0.00,1.00] ], [vector (-1021.33,-148.778,0.299773), [0.00,0.01,0.00,1.00] ], [vector (-1026.94,-172.806,0.29977), [0.00,0.01,0.00,1.00] ], [vector (-1043.43,-108.675,0.299775), [0.00,0.01,0.00,1.00] ], [vector (-1047.11,-110.429,0.299774), [0.00,0.01,0.00,1.00] ], [vector (-1001.49,-45.4232,0.299785), [0.00,0.01,0.00,1.00] ], [vector (-999.563,-42.7925,0.299786), [0.00,0.01,0.00,1.00] ], [vector (-992.723,-64.0127,-0.000216305), [0.00,0.01,0.00,1.00] ], [vector (-937.348,-0.330849,0.299796), [0.00,0.01,0.00,1.00] ], [vector (-924.895,-6.29381,-0.000204861), [0.00,0.01,0.00,1.00] ], [vector (-932.963,-0.68161,0.299796), [0.00,0.01,0.00,1.00] ]], #DirectionArrows_Object: [[vector (-966.924,-138.383,-0.00022316), [0.00,0.92,0.00,-0.38] ], [vector (-984.102,-152.848,-0.000226498), [0.00,0.92,0.00,-0.38] ], [vector (-1002.89,-176.917,-0.000230789), [0.00,0.92,0.00,-0.40] ]], #Ramp2_Object: [[vector (-947.29,-14.1856,-0.00020659), [0.00,0.87,0.00,0.50] ], [vector (-1038.18,-145.698,-0.000227571), [0.00,0.99,0.00,0.13] ]], #Detonator_PickUp: [[vector (-902.082,-7.22717,1.4998), [0.00,1.00,0.02,-0.00] ]], #HiddenPackage_PickUp: [[vector (-1025.25,-52.2079,1.79978), [0.00,1.00,0.02,-0.00] ]]]
	CreateTile	CityAssets	[#type: "CityOneTwoBeach", #aipath: ["CityOneTwoBeach"], #direction: "NorthWest", #position: vector(-1100.0,-330.0,-0.000253477), #OilDrumNormal_Object: [[vector (-1069.89,-315.017,-0.00024879), [0.00,0.05,0.00,1.00] ], [vector (-1073.59,-317.941,-0.00024879), [0.00,0.05,0.00,1.00] ], [vector (-1101.47,-337.824,-0.000254512), [0.00,0.05,0.00,1.00] ], [vector (-1107.9,-338.409,0.299745), [0.00,0.05,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-1102.72,-340.633,-0.000254989), [0.00,0.01,0.00,1.00] ], [vector (-1099.57,-340.633,-0.000254512), [0.00,0.01,0.00,1.00] ], [vector (-1070.98,-319.762,-0.000249267), [0.00,0.01,0.00,1.00] ], [vector (-1049.56,-256.136,-0.00024116), [0.00,0.01,0.00,1.00] ], [vector (-1048.16,-253.154,-0.000240684), [0.00,0.01,0.00,1.00] ], [vector (-1047.46,-257.013,-0.00024116), [0.00,0.01,0.00,1.00] ], [vector (-1072.54,-237.37,0.299759), [0.00,0.01,0.00,1.00] ]], #RoadBlock_Object: [[vector (-1054.36,-304.585,0.299754), [0.00,0.97,0.00,-0.26] ], [vector (-1060.87,-308.628,0.299753), [0.00,0.97,0.00,-0.26] ]], #Ramp2_Object: [[vector (-1065.23,-282.488,-0.00024426), [0.00,0.97,0.00,0.26] ]], #ParkingMeter_Object: [[vector (-1133.76,-363.832,0.299739), [0.00,0.26,0.00,0.97] ], [vector (-1149.9,-404.094,0.299734), [0.00,0.97,0.00,-0.26] ]], #ArrowsRight_Object: [[vector (-1036.56,-287.455,-0.000240326), [0.00,0.92,0.00,-0.38] ], [vector (-1017.61,-253.7,0.299765), [0.00,-0.79,0.00,0.61] ]], #PhoneBooth_Object: [[vector (-1136.67,-365.216,0.299739), [0.00,0.26,0.00,0.97] ]], #Detonator_PickUp: [[vector (-1073.25,-297.874,3.24977), [0.00,1.00,0.02,-0.00] ]]]
	CreateTile	CityAssets	[#type: "CityBeachIntersection", #aipath: ["CityBeachIntersection"], #direction: "EastSouth", #position: vector(-1350.0,-410.0,-0.000286701), #OilDrumNormal_Object: [[vector (-1358.25,-436.627,-0.000290751), [0.00,0.05,0.00,1.00] ], [vector (-1356.5,-433.508,-0.000289798), [0.00,0.05,0.00,1.00] ], [vector (-1357.28,-430.974,-0.000289798), [0.00,0.05,0.00,1.00] ], [vector (-1352.01,-432.728,-0.000289321), [0.00,0.05,0.00,1.00] ], [vector (-1390.54,-439.255,0.299706), [0.00,0.00,0.00,1.00] ], [vector (-1393.23,-444.774,0.299706), [0.00,0.00,0.00,1.00] ], [vector (-1382.02,-436.175,0.299707), [0.00,0.00,0.00,1.00] ], [vector (-1392.77,-435.607,0.299707), [0.00,0.00,0.00,1.00] ], [vector (-1397.34,-435.951,0.299706), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-1353.53,-431.119,-0.000289321), [0.00,0.01,0.00,1.00] ], [vector (-1362.28,-396.831,0.299713), [0.00,0.01,0.00,1.00] ], [vector (-1364.68,-396.267,0.299713), [0.00,0.01,0.00,1.00] ], [vector (-1295.68,-397.82,0.29972), [0.00,0.01,0.00,1.00] ], [vector (-1320.69,-420.703,0.299715), [0.00,0.01,0.00,1.00] ], [vector (-1318.57,-421.692,0.299715), [0.00,0.01,0.00,1.00] ], [vector (-1268.85,-421.833,0.29972), [0.00,0.01,0.00,1.00] ], [vector (-1265.46,-422.257,0.29972), [0.00,0.01,0.00,1.00] ], [vector (-1245.54,-398.384,0.299725), [0.00,0.01,0.00,1.00] ], [vector (-1390.89,-433.009,0.299707), [0.00,0.00,0.00,1.00] ]], #RoadBlock_Object: [[vector (-1249.72,-420.157,-0.000277162), [0.00,1.00,0.00,0.00] ], [vector (-1382.24,-530.587,0.299698), [0.00,-0.26,0.00,0.97] ]], #CrateBig_Object: [[vector (-1390.48,-422.521,0.299708), [0.00,0.00,0.00,1.00] ], [vector (-1388.32,-425.34,0.299708), [0.00,0.00,0.00,1.00] ], [vector (-1391.38,-417.447,-0.000292122), [0.00,0.05,0.00,1.00] ]], #DirectionArrows_Object: [[vector (-1368.51,-405.319,-0.000287771), [0.00,0.87,0.00,-0.50] ], [vector (-1346.42,-393.25,-0.000284195), [0.00,1.00,0.00,0.00] ]], #Ramp2_Object: [[vector (-1350.33,-480.341,-0.000293255), [0.00,1.00,0.00,0.01] ]], #Crosses_Object: [[vector (-1413.1,-420.207,0.299708), [0.00,0.70,0.00,0.71] ], [vector (-1413.12,-381.077,0.299712), [0.00,0.70,0.00,0.71] ]], #Pig_PickUp: [[vector (-1350.03,-306.058,1.49972), [0.00,1.00,0.02,-0.00] ]]]
	CreateTile	CityAssets	[#type: "CityCurveDown", #aipath: ["CityCurveDown"], #direction: "NorthSouth", #position: vector(-1310.0,-660.0,3.4997), #OilDrumNormal_Object: [[vector (-1341.29,-655.435,0.642272), [-0.02,0.05,-0.00,1.00] ], [vector (-1341.49,-659.333,0.782244), [-0.02,0.05,-0.01,1.00] ], [vector (-1337.79,-658.358,0.793092), [-0.02,0.05,-0.01,1.00] ], [vector (-1333.3,-657.969,0.836394), [-0.02,0.05,-0.01,1.00] ]], #OilDrumExplosive_Object: [[vector (-1337.61,-656.521,0.730318), [-0.02,0.00,-0.01,1.00] ], [vector (-1300.74,-677.427,2.519), [-0.03,0.00,-0.01,1.00] ], [vector (-1338.27,-607.28,-0.0796952), [0.01,0.01,-0.01,1.00] ]], #SheetSmall_Object: [[vector (-1339.86,-590.845,0.0531616), [-0.02,0.97,-0.01,-0.26] ]], #Dumpster_Object: [[vector (-1338.13,-595.708,0.296124), [0.02,-0.71,-0.00,0.71] ], [vector (-1334.8,-621.383,0.672367), [0.02,-0.50,-0.03,0.87] ]], #GarbageBag_Object: [[vector (-1337.2,-619.177,0.48007), [-0.01,-0.00,-0.04,1.00] ], [vector (-1342.14,-620.459,0.290252), [-0.00,0.26,0.01,0.97] ]], #AdSign_Object: [[vector (-1362.28,-605.848,0.314823), [-0.00,-0.38,-0.00,0.92] ]], #Detonator_PickUp: [[vector (-1349.71,-558.248,1.4997), [0.00,1.00,0.02,-0.00] ]]]
	CreateTile	CityAssets	[#type: "CityVertical", #aipath: ["CityVertical"], #direction: "NorthSouth", #position: vector(-1310.0,-910.0,3.49967), #Pylon_Object: [[vector (-1316.34,-859.703,3.49859), [0.00,0.00,0.00,1.00] ], [vector (-1311.89,-859.868,3.49859), [0.00,0.00,0.00,1.00] ], [vector (-1307.27,-859.703,3.49859), [0.00,0.00,0.00,1.00] ], [vector (-1302.66,-859.868,3.49859), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-1296.78,-803.145,3.79968), [0.00,0.00,0.00,1.00] ], [vector (-1323.33,-838.783,3.79967), [0.00,0.00,0.00,1.00] ], [vector (-1317.39,-839.831,3.49967), [0.00,0.00,0.00,1.00] ], [vector (-1297.13,-865.687,3.79967), [0.00,0.00,0.00,1.00] ]], #Ramp2_Object: [[vector (-1309.92,-842.244,3.44807), [0.00,1.00,0.00,0.01] ]]]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 9, #type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "NorthSouth", #position: vector(-1600.0,-409.531,-0.0002768)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 9, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 2, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 3, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 6, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 6, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 4, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 8, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-1349.96,-160.0,-0.300257)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 11, #type: "CityDoubleExit", #aipath: ["CityDoubleExit"], #direction: "NorthSouth", #position: vector(-1310.0,-1160.0,3.5)]
CityTrack9Build_End			
