CityTrack104Data_Begin			
	Name	Splash Race	
	CreateTile	CityAssets	[#type: "CityBeachIntersection", #aipath: ["CityBeachIntersection"], #direction: "WestNorth", #position: vector(1199.94,2580.57,0.0), #Pylon_Object: [[vector (1191.39,2569.93,-0.00107986), [0.00,0.00,0.00,1.00] ], [vector (1197.71,2573.12,-0.0010789), [0.00,-0.27,0.00,0.96] ], [vector (1202.6,2577.4,-0.00107795), [0.00,0.00,0.00,1.00] ], [vector (1207.59,2582.96,-0.00107652), [0.00,0.27,0.00,0.96] ]], #OilDrumExplosive_Object: [[vector (1205.9,2570.6,0.0), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (1195.13,2566.62,0.0), [0.00,-0.05,0.00,1.00] ], [vector (1192.83,2567.03,0.0), [0.00,0.31,0.00,0.95] ], [vector (1194.83,2566.05,1.86556), [0.00,0.31,0.00,0.95] ]], #Dumpster_Object: [[vector (1200.18,2567.73,0.0), [0.00,1.00,0.00,0.00] ]], #GarbageBag_Object: [[vector (1196.15,2568.2,0.0521567), [0.00,0.00,0.00,1.00] ], [vector (1199.94,2570.6,0.0521576), [0.00,0.00,0.00,1.00] ]], #ArrowsLeft_Object: [[vector (1209.96,2584.55,0.0), [0.00,-0.71,0.00,0.71] ], [vector (1193.19,2565.16,0.0), [0.00,1.00,0.00,0.00] ], [vector (1155.88,2555.38,0.300001), [0.00,0.97,0.00,-0.26] ]], #Nitro_PickUp: [[vector (1200.15,2632.64,1.50004), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityVertical", #aipath: ["CityVertical"], #direction: "SouthNorth", #position: vector(1199.94,2830.57,0.0), #OilDrumNormal_Object: [[vector (1200.32,2779.8,0.0), [0.00,-0.00,0.00,1.00] ], [vector (1202.66,2777.75,0.0), [0.00,-0.00,0.00,1.00] ], [vector (1205.3,2777.46,0.0), [0.00,-0.00,0.00,1.00] ], [vector (1207.06,2782.44,0.0), [0.00,-0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (1206.04,2775.36,0.0), [0.00,0.00,0.00,1.00] ], [vector (1187.57,2776.79,0.300023), [0.00,0.00,0.00,1.00] ], [vector (1210.53,2813.26,0.300029), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (1206.76,2786.28,0.0), [0.00,0.26,0.00,0.97] ], [vector (1204.22,2789.09,0.0), [0.00,-0.38,0.00,0.92] ], [vector (1206.71,2785.79,1.86556), [0.00,-0.38,0.00,0.92] ]], #Ramp4_Object: [[vector (1199.66,2764.19,0.0), [0.00,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityOneTwoBeach", #aipath: ["CityOneTwoBeach"], #direction: "SouthNorth", #position: vector(1139.94,3080.57,0.0), #Crosses_Object: [[vector (1115.43,3038.01,0.0), [0.00,0.97,0.00,0.26] ]]]
	CreateTile	CityAssets	[#type: "CityBeachCurves", #aipath: ["CityBeachCurves"], #direction: "SouthNorth", #position: vector(1119.87,3330.57,0.0), #OilDrumNormal_Object: [[vector (1121.76,3428.37,0.0), [0.00,-0.00,0.00,1.00] ], [vector (1126.74,3425.73,0.0), [0.00,-0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (1127.06,3422.28,0.0), [0.00,0.00,0.00,1.00] ], [vector (1118.57,3425.64,0.0), [0.00,0.00,0.00,1.00] ], [vector (1112.96,3443.06,0.0), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (1126.94,3430.55,0.0), [0.00,0.00,0.00,1.00] ], [vector (1110.47,3441.16,0.0), [0.00,0.00,0.00,1.00] ]], #SheetSmall_Object: [[vector (1112.29,3437.92,-0.272124), [0.00,0.00,0.00,1.00] ]], #Detonator_PickUp: [[vector (1132.29,3319.65,-2.24996), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityBeachVerticalHill", #aipath: ["CityBeachVerticalHill"], #direction: "SouthWest", #position: vector(1059.87,3580.57,0.0), #OilDrumNormal_Object: [[vector (1116.71,3456.22,0.000821114), [-0.02,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (1118.23,3460.53,-0.168577), [-0.02,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (1116.36,3461.39,-0.192313), [-0.02,0.00,0.00,1.00] ]], #Ramp4_Object: [[vector (1099.51,3490.82,-2.59525), [-0.05,0.00,0.00,1.00] ]], #Nitro_PickUp: [[vector (1099.86,3473.33,0.746175), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityBeachCurve4", #aipath: ["CityBeachCurve4"], #direction: "SouthWest", #position: vector(1119.87,3830.57,0.0)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityBeachBahnStart", #aipath: ["CityBeachBahnStart"], #direction: "SouthWest", #position: vector(-10.0,-250.0,0.000180232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 2, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 3, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 4, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 4, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 4, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 4, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 4, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 11, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 12, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 12, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 19, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityBeachSea", #aipath: ["CityBeachSea"], #direction: "SouthWest", #position: vector(-260.0,-250.0,0.000155232)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 16, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "SouthWest", #position: vector(1199.97,2330.57,-0.300015)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 15, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "SouthWest", #position: vector(1199.97,2330.57,-0.300015)]
CityTrack104Build_End			
