CityTrack17Data_Begin			
	Name	Gateway BossBattle	
	CreateTile	CityAssets	[#type: "CityGrassCurves", #aipath: ["CityGrassCurves"], #direction: "SouthNorth", #position: vector(0.0,250.0,0.0), #OilDrumExplosive_Object: [[vector (-6.88856,344.348,0.0), [0.00,0.00,0.00,1.00] ], [vector (15.7977,358.623,0.665184), [0.01,0.00,-0.08,1.00] ]], #CrateBig_Object: [[vector (-7.43462,347.012,0.0), [0.00,0.00,0.00,1.00] ], [vector (-3.28305,347.356,0.0), [0.00,0.00,0.00,1.00] ], [vector (-2.90802,350.863,0.0), [0.00,0.26,0.00,0.97] ], [vector (16.5885,352.409,0.664523), [0.01,-0.00,-0.06,1.00] ], [vector (21.3405,358.508,2.1792), [-0.03,0.26,-0.13,0.96] ], [vector (16.946,358.236,0.978488), [0.02,-0.14,-0.10,0.99] ]], #StopSign_Object: [[vector (2.55099,125.415,0.0), [0.00,0.00,0.00,1.00] ], [vector (8.03819,125.808,0.0), [0.00,0.00,0.00,1.00] ], [vector (39.6745,209.026,0.0), [0.00,-0.01,0.00,1.00] ], [vector (46.3277,209.498,0.0), [0.00,-0.01,0.00,1.00] ], [vector (7.59379,344.585,0.0), [0.00,0.01,0.00,1.00] ], [vector (17.8241,349.901,0.96029), [0.01,0.27,-0.10,0.96] ], [vector (14.0478,344.668,0.198053), [0.01,0.26,-0.02,0.96] ], [vector (10.4321,358.55,0.0645233), [-0.00,0.00,-0.01,1.00] ]], #LogSmall_Object: [[vector (13.3476,363.88,0.250253), [-0.01,-0.00,-0.03,1.00] ], [vector (7.84716,364.623,0.00561333), [-0.00,0.64,-0.00,0.77] ], [vector (17.117,370.082,1.19734), [-0.05,0.43,-0.10,0.90] ]], #SheetSmall_Object: [[vector (15.5131,353.043,2.71661), [0.26,-0.06,-0.08,0.96] ], [vector (20.711,356.17,1.85121), [-0.04,0.31,-0.12,0.94] ]]]
	CreateTile	CityAssets	[#type: "CityGrassCurves", #aipath: ["CityGrassCurves"], #direction: "SouthNorth", #position: vector(0.0,500.0,0.0), #OilDrumNormal_Object: [[vector (44.0679,457.099,0.0), [0.00,0.02,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (15.1153,608.892,0.554795), [0.01,0.00,-0.08,1.00] ], [vector (42.8804,457.678,0.0), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (21.0786,601.329,1.78674), [0.04,0.00,-0.13,0.99] ], [vector (17.9863,598.064,0.772112), [-0.00,0.39,-0.08,0.92] ], [vector (18.4637,604.047,1.24185), [-0.02,0.38,-0.10,0.92] ], [vector (6.9042,604.984,0.0), [0.00,0.38,0.00,0.93] ], [vector (16.2148,611.127,0.792765), [-0.01,-0.00,-0.09,1.00] ]], #StopSign_Object: [[vector (38.8628,456.076,0.0), [0.00,-0.07,0.00,1.00] ], [vector (46.277,458.726,0.0), [0.00,0.06,0.00,1.00] ], [vector (9.6379,590.719,0.0), [0.00,0.08,0.00,1.00] ], [vector (15.0811,593.073,0.206445), [0.00,0.33,-0.02,0.94] ], [vector (20.7969,596.493,1.4302), [0.01,0.33,-0.11,0.94] ], [vector (2.72955,587.472,0.0), [0.00,0.20,0.00,0.98] ], [vector (-5.31842,586.736,0.0), [0.00,0.07,0.00,1.00] ], [vector (12.4744,605.34,0.146251), [-0.00,0.00,-0.01,1.00] ], [vector (17.7753,427.999,0.0), [0.00,-0.26,0.00,0.97] ]]]
	CreateTile	CityAssets	[#type: "CityGrassVertical", #aipath: ["CityGrassVertical"], #direction: "SouthNorth", #position: vector(0.0,750.0,-9.99993), #OilDrumNormal_Object: [[vector (-15.0018,838.971,-9.02431), [0.00,0.00,0.09,1.00] ]], #OilDrumExplosive_Object: [[vector (-8.77518,646.87,-1.28841), [-0.05,0.08,0.00,1.00] ], [vector (-11.8156,643.151,-0.89793), [-0.01,0.09,-0.11,0.99] ], [vector (-10.2047,641.877,-0.746563), [-0.06,0.08,-0.01,0.99] ], [vector (-14.0773,731.601,-9.95897), [0.00,0.16,0.00,0.99] ], [vector (12.884,734.733,-9.93145), [-0.00,0.16,-0.01,0.99] ], [vector (-12.4857,840.5,-9.32843), [0.09,0.23,0.07,0.97] ], [vector (-11.996,836.627,-9.51174), [0.02,0.23,0.08,0.97] ]], #CrateBig_Object: [[vector (9.43071,776.423,-9.99992), [0.00,0.00,0.00,1.00] ], [vector (6.48564,775.399,-9.99992), [0.00,0.38,0.00,0.92] ], [vector (9.94493,777.258,-8.13436), [0.00,0.38,0.00,0.92] ]], #StopSign_Object: [[vector (10.7756,735.583,-9.94594), [0.00,-0.08,-0.01,1.00] ], [vector (2.35182,736.388,-9.99992), [0.00,0.18,0.00,0.98] ], [vector (-10.3296,735.784,-9.97905), [-0.00,-0.08,0.00,1.00] ], [vector (-16.7373,739.256,-9.92612), [-0.00,-0.08,0.00,1.00] ], [vector (7.10434,781.446,-9.99992), [0.00,0.00,0.00,1.00] ], [vector (0.126161,715.819,-9.61424), [-0.04,0.07,0.00,1.00] ]], #Dumpster_Object: [[vector (-15.2965,745.252,-9.93768), [0.00,0.61,0.00,0.79] ], [vector (-7.4851,741.778,-9.99992), [0.00,0.13,0.00,0.99] ]], #GarbageBag_Object: [[vector (-3.17391,745.695,-9.94777), [0.00,0.00,0.00,1.00] ], [vector (-5.21727,740.232,-9.94777), [0.00,0.38,0.00,0.92] ]]]
	CreateTile	CityAssets	[#type: "CityGrassCurves", #aipath: ["CityGrassCurves"], #direction: "SouthNorth", #position: vector(0.000108537,1000.0,-9.99989), #OilDrumExplosive_Object: [[vector (-2.13627,920.824,-9.9999), [0.00,0.26,0.00,0.96] ]], #StopSign_Object: [[vector (15.7235,902.935,-9.51884), [-0.00,-0.33,-0.06,0.94] ], [vector (0.909393,914.208,-9.9999), [0.00,-0.33,0.00,0.95] ], [vector (9.72258,909.495,-9.9999), [0.00,-0.33,0.00,0.95] ], [vector (27.959,1074.11,-9.97974), [0.00,0.00,-0.00,1.00] ], [vector (13.3725,1064.41,-9.97766), [-0.00,0.38,0.00,0.92] ], [vector (29.5215,1082.95,-8.97355), [0.05,0.38,-0.09,0.92] ], [vector (4.81204,1068.77,-9.38351), [-0.03,0.13,0.11,0.99] ], [vector (44.4373,1031.74,-9.99989), [0.00,0.08,0.00,1.00] ], [vector (40.8236,1066.22,-9.79606), [0.01,0.22,-0.02,0.98] ]], #LogBig_Object: [[vector (26.6729,1086.73,-8.4722), [0.08,0.01,-0.08,0.99] ], [vector (22.9148,1091.34,-8.52303), [0.09,-0.35,-0.07,0.93] ], [vector (-1.31353,923.989,-9.78177), [0.02,-0.00,0.02,1.00] ], [vector (1.39769,927.991,-9.71213), [0.03,0.49,0.01,0.87] ], [vector (-5.61315,928.381,-8.58877), [0.10,0.64,-0.04,0.76] ]], #LogSmall_Object: [[vector (23.7301,1086.7,-9.23757), [0.05,0.00,-0.06,1.00] ], [vector (16.8616,1084.9,-9.99989), [0.00,0.51,0.00,0.86] ], [vector (26.1036,1097.7,-6.79889), [-0.02,0.56,-0.14,0.81] ]], #SheetSmall_Object: [[vector (2.93472,920.227,-10.2721), [0.00,0.00,0.00,1.00] ], [vector (-4.62581,924.013,-10.1574), [0.01,-0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityGrassExit", #aipath: ["CityGrassExit"], #direction: "SouthNorth", #position: vector(0.000133537,1250.0,-9.99987), #CrateSmall_Object: [[vector (7.84933,1221.34,-19.9357), [-0.01,0.26,0.00,0.97] ], [vector (9.64552,1223.48,-19.9654), [-0.01,0.26,0.00,0.97] ], [vector (8.30461,1221.43,-18.6409), [-0.01,0.38,0.00,0.92] ], [vector (4.01014,1221.23,-19.9346), [-0.01,0.38,0.00,0.92] ], [vector (0.716474,1222.75,-19.9539), [-0.01,0.38,0.00,0.92] ]], #OilDrumNormal_Object: [[vector (5.78993,1220.67,-19.9297), [-0.01,0.00,-0.00,1.00] ], [vector (10.8844,1220.39,-19.623), [-0.01,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (13.3445,1263.93,-19.6999), [0.00,0.46,0.00,0.89] ], [vector (11.9748,1268.31,-19.6999), [0.00,0.46,0.00,0.89] ], [vector (-11.0351,1268.17,-19.6999), [0.00,0.46,0.00,0.89] ]], #StopSign_Object: [[vector (-9.20936,1216.41,-19.7367), [-0.02,0.12,0.00,0.99] ], [vector (-2.35078,1213.87,-19.579), [-0.03,-0.14,-0.01,0.99] ], [vector (7.32832,1215.43,-19.6819), [-0.02,0.26,0.00,0.97] ], [vector (11.7309,1215.28,-19.4104), [-0.02,0.00,0.00,1.00] ], [vector (-0.0987423,1192.59,-17.3896), [-0.07,0.10,0.01,0.99] ]], #DirectionArrows_Object: [[vector (21.2371,1248.99,-19.9999), [0.00,0.71,0.00,0.71] ], [vector (-19.3225,1248.12,-19.9999), [0.00,0.71,0.00,0.71] ]], #LupoBlue: [[vector (-1.74232,1328.83,-19.9999), [0.00,1.00,0.00,-0.06] ]], #BusDog: [[vector (-7.10752,1293.97,-19.9999), [0.00,1.00,0.00,0.00] ]], #Detonator_PickUp: [[vector (4.44569,1159.22,-10.9742), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityGrassEntrance", #aipath: ["CityGrassEntrance"], #direction: "SouthWest", #position: vector(0.00011939,1500.0,-19.9998), #ArrowsLeft_Object: [[vector (0.0966255,1516.32,-19.9998), [0.00,0.00,0.00,1.00] ], [vector (19.5501,1496.76,-19.9998), [0.00,-0.71,0.00,0.71] ]], #LupoBlue: [[vector (0.14916,1419.92,-19.9999), [0.00,1.00,0.00,0.00] ]], #LupoRed: [[vector (-6.56556,1389.01,-19.9999), [0.00,0.99,0.00,0.13] ], [vector (-104.109,1492.62,-19.9999), [0.00,-0.71,0.00,0.71] ]], #TransporterRed: [[vector (-88.9415,1507.22,-19.9999), [0.00,-0.71,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityGrassEntrance", #aipath: ["CityGrassEntrance"], #direction: "EastSouth", #position: vector(-250.0,1500.0,-19.9999), #ArrowsLeft_Object: [[vector (-245.893,1520.09,-19.9999), [0.00,0.04,0.00,1.00] ], [vector (-264.418,1500.65,-19.9999), [0.00,0.74,0.00,0.68] ], [vector (-262.848,1481.21,-19.6999), [0.00,0.79,0.00,0.61] ]], #LupoBlue: [[vector (-256.112,1470.45,-19.9999), [0.00,1.00,0.00,0.00] ]], #LupoRed: [[vector (-257.362,1456.09,-19.9999), [0.00,1.00,0.00,0.00] ], [vector (-253.259,1444.73,-19.9999), [0.00,1.00,0.00,0.00] ]], #TransporterRed: [[vector (-214.743,1505.26,-19.9999), [0.00,0.71,0.00,0.71] ], [vector (-159.04,1499.45,-19.9999), [0.00,-0.71,0.00,0.71] ]], #BusGrey: [[vector (-155.516,1505.92,-19.9999), [0.00,0.71,0.00,0.71] ]], #TruckRed: [[vector (-242.877,1451.58,-19.9999), [0.00,0.00,0.00,1.00] ], [vector (-247.394,1422.86,-19.9999), [0.00,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityCurves", #aipath: ["CityCurves"], #direction: "NorthSouth", #position: vector(-250.0,1250.0,-19.9999), #OilDrumExplosive_Object: [[vector (-208.158,1194.71,-19.9999), [0.00,0.00,0.00,1.00] ], [vector (-209.833,1196.89,-19.9999), [0.00,0.00,0.00,1.00] ], [vector (-204.974,1197.47,-19.6999), [0.00,0.00,0.00,1.00] ], [vector (-255.75,1159.67,-19.6999), [0.00,0.00,0.00,1.00] ], [vector (-251.896,1159.84,-19.9999), [0.00,0.00,0.00,1.00] ], [vector (-250.555,1157.75,-19.9999), [0.00,0.00,0.00,1.00] ]], #ArrowsRight_Object: [[vector (-191.85,1253.66,-19.9999), [0.00,-0.71,0.00,0.71] ]], #LupoRed: [[vector (-238.228,1170.75,-19.9999), [0.00,0.99,0.00,0.13] ]], #TransporterRed: [[vector (-234.987,1319.68,-19.9999), [0.00,0.92,0.00,-0.38] ]], #TransporterWhite: [[vector (-227.372,1308.98,-19.9999), [0.00,0.97,0.00,-0.26] ], [vector (-214.222,1301.14,-19.9999), [0.00,0.22,0.00,0.98] ], [vector (-202.705,1212.97,-19.9999), [0.00,-0.13,0.00,0.99] ]], #BusGrey: [[vector (-209.742,1292.6,-19.9999), [0.00,0.26,0.00,0.97] ], [vector (-247.204,1147.12,-19.9999), [0.00,1.00,0.00,0.00] ]], #BusDog: [[vector (-215.269,1201.75,-19.9999), [0.00,-0.26,0.00,0.97] ]], #TruckRed: [[vector (-203.602,1227.93,-19.9999), [0.00,-0.13,0.00,0.99] ]], #TruckGreen: [[vector (-224.631,1326.21,-19.9999), [0.00,0.50,0.00,0.87] ], [vector (-249.148,1163.72,-19.9999), [0.00,0.97,0.00,0.26] ]], #Detonator_PickUp: [[vector (-243.33,1357.35,-18.2499), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityVertical", #aipath: ["CityVertical"], #direction: "NorthSouth", #position: vector(-250.0,1000.0,-19.9999), #OilDrumExplosive_Object: [[vector (-248.187,1017.5,-19.9999), [0.00,0.00,0.00,1.00] ]], #TransporterRed: [[vector (-248.013,983.233,-19.9999), [0.00,0.00,0.00,1.00] ], [vector (-241.951,1010.53,-19.9999), [0.00,0.00,0.00,1.00] ]], #TransporterWhite: [[vector (-256.555,910.746,-19.9999), [0.00,1.00,0.00,0.00] ], [vector (-245.809,1036.34,-19.9999), [0.00,0.00,0.00,1.00] ]], #BusGrey: [[vector (-250.045,1123.19,-19.9999), [0.00,1.00,0.00,0.00] ]], #BusDog: [[vector (-257.657,966.077,-19.9999), [0.00,1.00,0.00,0.00] ], [vector (-257.382,992.254,-19.9999), [0.00,1.00,0.00,0.00] ]], #TruckRed: [[vector (-257.106,882.364,-19.9999), [0.00,1.00,0.00,0.00] ]], #Detonator_PickUp: [[vector (-255.594,1046.08,-18.2499), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityCurve2", #aipath: ["CityCurve2"], #direction: "NorthWest", #position: vector(-250.0,750.0,-19.9995), #OilDrumExplosive_Object: [[vector (-251.372,813.754,-19.6997), [0.00,0.00,0.00,1.00] ], [vector (-263.899,817.527,-19.9997), [0.00,0.00,0.00,1.00] ], [vector (-252.015,836.694,-19.9998), [0.00,0.00,0.00,1.00] ], [vector (-250.643,838.575,-19.9998), [0.00,0.00,0.00,1.00] ], [vector (-258.899,859.825,-19.9999), [0.00,0.00,0.00,1.00] ], [vector (-364.509,759.981,-19.9994), [0.00,0.00,0.00,1.00] ]], #LupoBlue: [[vector (-249.942,833.485,-19.9997), [0.00,-0.13,0.00,0.99] ]], #LupoRed: [[vector (-251.595,851.388,-19.9998), [0.00,-0.13,0.00,0.99] ], [vector (-250.217,871.787,-19.9999), [0.00,0.00,0.00,1.00] ], [vector (-290.723,790.616,-19.9995), [0.00,0.92,0.00,0.38] ]], #TruckRed: [[vector (-363.23,749.312,-19.9994), [0.00,-0.71,0.00,0.71] ], [vector (-272.469,795.705,-19.9996), [0.00,-0.26,0.00,0.97] ]], #TruckGreen: [[vector (-267.509,810.313,-19.9996), [0.00,-0.13,0.00,0.99] ]]]
	CreateTile	CityAssets	[#type: "CityBeachTwoOne", #aipath: ["CityBeachTwoOne"], #direction: "EastSouth", #position: vector(-500.0,670.0,-19.9994), #Pylon_Object: [[vector (-506.63,690.473,-20.0005), [0.00,0.00,0.00,1.00] ], [vector (-502.645,687.894,-20.0005), [0.00,0.00,0.00,1.00] ], [vector (-499.714,685.667,-20.0005), [0.00,-0.27,0.00,0.96] ], [vector (-496.784,683.44,-20.0005), [0.00,-0.27,0.00,0.96] ]], #OilDrumNormal_Object: [[vector (-512.83,645.283,-19.6994), [0.00,0.00,0.00,1.00] ], [vector (-514.589,642.468,-19.6994), [0.00,0.00,0.00,1.00] ], [vector (-518.222,645.281,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-536.039,653.254,-19.6994), [0.00,0.00,0.00,1.00] ], [vector (-530.765,652.199,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-533.343,649.501,-19.9994), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-531.937,653.254,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-530.296,648.915,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-534.164,657.942,-19.6994), [0.00,0.00,0.00,1.00] ], [vector (-385.181,739.52,-19.6994), [0.00,0.00,0.00,1.00] ], [vector (-385.79,741.229,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-430.632,728.468,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-434.969,723.58,-19.6994), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (-541.431,648.563,-19.6994), [0.00,0.00,0.00,1.00] ], [vector (-537.563,647.276,-19.6994), [0.00,0.38,0.00,0.92] ], [vector (-540.376,645.869,-19.6994), [0.00,0.38,0.00,0.92] ], [vector (-540.494,646.922,-17.8339), [0.00,0.61,0.00,0.79] ], [vector (-517.636,641.765,-19.9994), [0.00,0.61,0.00,0.79] ]], #StopSign_Object: [[vector (-514.358,668.24,-19.9994), [0.00,0.97,0.00,0.26] ], [vector (-510.366,661.872,-19.9994), [0.00,0.99,0.00,0.13] ], [vector (-523.128,665.822,-19.9994), [0.00,0.92,0.00,0.38] ]], #Dumpster_Object: [[vector (-515.667,636.254,-19.6994), [0.00,0.00,0.00,1.00] ]], #ArrowsLeft_Object: [[vector (-555.128,619.418,-19.9994), [0.00,0.50,0.00,0.87] ], [vector (-572.836,584.669,-19.6994), [0.00,0.50,0.00,0.86] ]], #BusGrey: [[vector (-432.944,731.126,-19.9994), [0.00,-0.50,0.00,0.87] ]], #BusDog: [[vector (-378.936,744.077,-19.9994), [0.00,-0.71,0.00,0.71] ]], #HiddenPackage_PickUp: [[vector (-499.496,589.235,-18.2494), [-0.71,0.00,0.00,0.71] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleVertical", #aipath: ["CityDoubleVertical"], #direction: "NorthSouth", #position: vector(-540.0,420.0,-19.9994), #StopSign_Object: [[vector (-557.259,512.269,-19.9994), [0.00,1.00,0.00,0.00] ], [vector (-562.754,508.08,-19.9994), [0.00,1.00,0.00,0.00] ], [vector (-566.815,511.056,-19.9994), [0.00,0.99,0.00,0.13] ]], #ArrowsLeft_Object: [[vector (-560.21,303.149,-19.9994), [0.00,0.87,0.00,0.50] ], [vector (-579.713,338.094,-19.6994), [0.00,0.86,0.00,0.50] ]], #LupoBlue: [[vector (-533.362,315.361,-19.9994), [0.00,0.00,0.00,1.00] ]], #LupoRed: [[vector (-537.485,335.289,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-539.374,356.419,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-534.908,297.067,-19.9994), [0.00,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleEntrance", #aipath: ["CityDoubleEntrance"], #direction: "NorthSouth", #position: vector(-540.0,170.0,-19.9994), #ArrowsRight_Object: [[vector (-530.0,153.721,-19.9994), [0.00,-0.71,0.00,0.71] ], [vector (-529.449,278.102,-19.6994), [0.00,-0.71,0.00,0.71] ]], #LupoBlue: [[vector (-534.736,201.148,-19.9994), [0.00,0.00,0.00,1.00] ]], #LupoRed: [[vector (-534.736,188.951,-19.9994), [0.00,0.00,0.00,1.00] ]], #TransporterRed: [[vector (-545.043,271.079,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-539.546,263.005,-19.9994), [0.00,0.00,0.00,1.00] ]], #TransporterWhite: [[vector (-543.325,242.562,-19.9994), [0.00,0.00,0.00,1.00] ]], #BusDog: [[vector (-543.154,254.587,-19.9994), [0.00,0.00,0.00,1.00] ]], #TruckGreen: [[vector (-534.564,220.56,-19.9994), [0.00,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleExit", #aipath: ["CityDoubleExit"], #direction: "NorthSouth", #position: vector(-540.0,-79.9999,-19.9991), #Pylon_Object: [[vector (-527.977,38.8915,-19.7005), [0.00,-0.27,0.00,0.96] ], [vector (-535.879,38.1612,-20.0005), [0.00,-0.52,0.00,0.85] ], [vector (-544.17,37.8962,-20.0005), [0.00,-0.73,0.00,0.68] ], [vector (-550.784,38.396,-19.7005), [0.00,0.89,0.00,-0.46] ]], #CrateSmall_Object: [[vector (-549.665,32.9267,-19.9994), [0.00,0.00,0.00,1.00] ], [vector (-549.385,30.5326,-19.9994), [0.00,0.26,0.00,0.97] ], [vector (-539.312,31.7674,-19.9994), [0.00,0.26,0.00,0.97] ], [vector (-543.643,31.7837,-19.9994), [0.00,0.26,0.00,0.97] ], [vector (-541.209,32.8789,-19.9994), [0.00,0.50,0.00,0.87] ], [vector (-543.141,32.1967,-18.7171), [0.00,0.50,0.00,0.87] ], [vector (-534.67,31.856,-19.9994), [0.00,0.50,0.00,0.87] ], [vector (-532.711,32.0512,-19.9994), [0.00,0.79,0.00,0.61] ], [vector (-530.31,32.5102,-19.9994), [0.00,0.79,0.00,0.61] ], [vector (-532.663,32.0598,-18.717), [0.00,0.92,0.00,0.38] ], [vector (-530.399,32.4612,-18.717), [0.00,0.92,0.00,0.38] ], [vector (-549.608,33.0497,-18.717), [0.00,0.92,0.00,0.38] ]], #OilDrumNormal_Object: [[vector (-529.986,34.3492,-19.6994), [0.00,0.00,0.00,1.00] ], [vector (-549.217,33.5679,-19.9994), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-548.098,35.2963,-19.9994), [0.00,0.00,0.00,1.00] ]], #StopSign_Object: [[vector (-540.412,35.6091,-19.9994), [0.00,1.00,0.00,0.02] ]], #LupoRed: [[vector (-544.7,-133.918,-19.9991), [0.00,0.00,0.00,1.00] ], [vector (-544.7,-123.267,-19.9992), [0.00,0.00,0.00,1.00] ]], #TransporterRed: [[vector (-536.454,-143.947,-19.9991), [0.00,0.00,0.00,1.00] ]], #BusGrey: [[vector (-544.528,-150.99,-19.9991), [0.00,0.00,0.00,1.00] ], [vector (-534.908,-158.549,-19.9991), [0.00,0.00,0.00,1.00] ]], #BusDog: [[vector (-534.908,-189.422,-19.999), [0.00,0.00,0.00,1.00] ], [vector (-534.908,-98.5182,-19.9992), [0.00,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleDown", #aipath: ["CityDoubleDown"], #direction: "NorthSouth", #position: vector(-540.0,-330.0,0.00118637), #OilDrumExplosive_Object: [[vector (-528.476,-349.727,-8.98004), [-0.07,0.00,-0.00,1.00] ], [vector (-528.032,-355.194,-8.2647), [-0.06,0.00,-0.00,1.00] ], [vector (-533.925,-350.009,-8.85642), [-0.07,-0.05,0.00,1.00] ]], #CrateBig_Object: [[vector (-533.122,-353.915,-8.31912), [-0.06,0.00,0.01,1.00] ], [vector (-530.585,-353.901,-8.33751), [-0.06,0.26,0.03,0.96] ], [vector (-531.223,-357.581,-7.85146), [-0.06,0.26,0.03,0.96] ], [vector (-532.585,-353.34,-6.36449), [-0.06,0.26,0.03,0.96] ]], #StopSign_Object: [[vector (-505.507,-329.051,-11.5515), [0.02,0.95,0.06,-0.31] ], [vector (-512.749,-339.195,-10.285), [0.01,0.98,0.06,-0.18] ], [vector (-522.642,-340.315,-10.1901), [-0.00,0.99,0.07,0.08] ], [vector (-528.82,-345.323,-9.48563), [0.01,0.98,0.06,-0.18] ], [vector (-536.6,-345.194,-9.49576), [0.00,0.99,0.07,0.08] ]], #DirectionArrows_Object: [[vector (-494.721,-333.269,-10.3478), [0.03,0.92,0.06,-0.38] ], [vector (-505.191,-347.295,-8.93551), [0.02,0.96,0.06,-0.26] ], [vector (-538.989,-358.922,-7.57166), [-0.07,0.00,-0.00,1.00] ], [vector (-551.487,-352.463,-8.01773), [-0.06,-0.26,-0.01,0.96] ]], #Dumpster_Object: [[vector (-537.504,-350.422,-8.50858), [-0.07,-0.26,-0.01,0.96] ], [vector (-554.787,-343.545,-9.38239), [-0.07,0.00,-0.00,1.00] ], [vector (-545.081,-346.268,-8.92109), [-0.06,-0.38,-0.02,0.92] ]], #GarbageBag_Object: [[vector (-532.146,-350.68,-8.73395), [-0.06,0.00,0.01,1.00] ], [vector (-535.624,-349.247,-8.87427), [-0.07,-0.02,0.01,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleDown", #aipath: ["CityDoubleDown"], #direction: "NorthSouth", #position: vector(-485.0,-580.0,20.0016), #OilDrumExplosive_Object: [[vector (-475.468,-557.517,5.60355), [-0.06,0.21,0.01,0.98] ], [vector (-480.561,-578.158,8.207), [-0.06,0.21,0.01,0.98] ], [vector (-448.997,-595.45,10.4967), [-0.06,0.21,0.01,0.98] ], [vector (-457.062,-617.68,13.371), [-0.06,0.21,0.01,0.98] ], [vector (-466.625,-581.407,8.64811), [-0.06,0.21,0.01,0.98] ], [vector (-433.062,-609.536,12.6085), [-0.06,-0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (-431.38,-605.868,12.1671), [-0.06,0.00,0.00,1.00] ], [vector (-434.167,-603.121,11.8621), [-0.06,0.26,0.02,0.96] ]], #ArrowsRight_Object: [[vector (-414.687,-658.069,19.696), [-0.02,-0.80,-0.05,0.60] ]], #ArrowsLeft_Object: [[vector (-460.148,-620.013,15.2116), [-0.02,0.92,0.06,0.38] ], [vector (-487.92,-591.496,11.855), [-0.03,0.92,0.06,0.38] ], [vector (-439.294,-701.384,20.2821), [-0.01,0.71,0.01,0.71] ]], #Detonator_PickUp: [[vector (-497.225,-538.186,5.17977), [-0.71,0.00,0.00,0.71] ], [vector (-429.824,-701.87,21.7032), [-0.71,0.00,0.00,0.71] ]]]
