CityTrack1Data_Begin			
	Name	Inferno City Race	
	CreateTile	CityAssets	[#type: "CityGrassVertical", #aipath: ["CityGrassVertical"], #direction: "SouthNorth", #position: vector(-95.0017,2750.0,-23.5015), #CrateSmall_Object: [[vector (-61.9078,2757.2,-23.2015), [0.00,0.00,0.00,1.00] ], [vector (-63.7173,2756.79,-23.2015), [0.00,0.00,0.00,1.00] ], [vector (-63.1067,2757.15,-21.9191), [0.00,0.00,0.00,1.00] ]], #OilDrumNormal_Object: [[vector (-114.294,2678.09,-18.5128), [-0.07,0.00,0.02,1.00] ], [vector (-111.581,2671.03,-17.5798), [-0.07,0.00,0.02,1.00] ], [vector (-111.812,2679.92,-18.8696), [-0.08,0.00,0.02,1.00] ]], #OilDrumExplosive_Object: [[vector (-59.7509,2758.42,-23.2015), [0.00,0.00,0.00,1.00] ], [vector (-107.879,2778.67,-23.448), [0.00,0.00,0.01,1.00] ], [vector (-68.5243,2770.88,-23.244), [0.00,0.00,-0.01,1.00] ], [vector (-109.052,2671.61,-17.7653), [-0.07,-0.04,0.02,1.00] ]], #VendingMachine_Object: [[vector (-68.3002,2776.44,-23.2412), [0.01,-0.71,-0.01,0.71] ], [vector (-68.5274,2771.99,-23.2446), [0.01,-0.71,-0.01,0.71] ]], #LogBig_Object: [[vector (-85.637,2636.42,-13.859), [-0.01,0.87,0.02,0.50] ], [vector (-81.6918,2633.04,-13.6612), [-0.01,0.96,0.02,0.27] ], [vector (-87.0749,2635.92,-12.3785), [-0.01,0.61,0.02,0.80] ]], #LogSmall_Object: [[vector (-75.0471,2639.35,-13.8763), [-0.02,0.00,-0.00,1.00] ], [vector (-88.1512,2628.89,-13.5449), [-0.02,0.26,0.01,0.97] ]], #SheetBig_Object: [[vector (-78.5681,2778.46,-23.6734), [0.02,-0.00,-0.00,1.00] ], [vector (-109.886,2706.57,-22.6288), [-0.04,0.00,0.00,1.00] ]], #Dumpster_Object: [[vector (-110.265,2711.78,-22.5641), [-0.02,0.69,0.03,0.72] ]], #GarbageBag_Object: [[vector (-108.435,2709.6,-22.5202), [-0.04,0.00,0.01,1.00] ], [vector (-107.831,2714.81,-22.938), [-0.04,-0.19,0.00,0.98] ], [vector (-103.169,2713.79,-22.8925), [-0.04,-0.20,-0.01,0.98] ]], #GasTank_Object: [[vector (-76.8519,2790.2,-23.2795), [0.00,0.00,-0.00,1.00] ]], #AdSign_Object: [[vector (-71.3584,2766.51,-23.2841), [0.00,-0.00,-0.01,1.00] ]], #Detonator_PickUp: [[vector (-91.4132,2628.77,-8.3967), [-0.10,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityGrassCurves", #aipath: ["CityGrassCurves"], #direction: "SouthNorth", #position: vector(-95.0017,3000.0,-23.5015), #LogBig_Object: [[vector (-79.5481,3059.69,-23.4349), [-0.00,0.01,0.01,1.00] ], [vector (-71.3201,3052.96,-23.5015), [0.00,0.51,0.00,0.86] ], [vector (-84.2814,3057.2,-22.087), [-0.03,0.29,0.18,0.94] ]], #Repair_PickUp: [[vector (-63.8881,2975.77,-21.8407), [-0.10,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityGrassExit", #aipath: ["CityGrassExit"], #direction: "SouthNorth", #position: vector(-95.0016,3250.0,-23.5015), #Ramp4_Object: [[vector (-99.355,3219.5,-33.2091), [-0.02,0.01,-0.00,1.00] ]], #ArrowsRight_Object: [[vector (-105.627,3244.8,-33.5015), [0.00,0.71,0.00,0.71] ]], #ArrowsLeft_Object: [[vector (-83.2274,3244.43,-33.5015), [0.00,-0.71,0.00,0.71] ]], #PhoneBooth_Object: [[vector (-82.0557,3304.37,-33.2015), [0.00,0.00,0.00,1.00] ], [vector (-82.0468,3311.26,-33.2015), [0.00,0.00,0.00,1.00] ]], #LupoBlue: [[vector (-92.6034,3370.32,-33.5015), [0.00,0.00,0.00,1.00] ]], #TruckRed: [[vector (-88.1554,3313.02,-33.5015), [0.00,0.00,0.00,1.00] ]], #Nitro_PickUp: [[vector (-97.6225,3182.38,-28.0905), [-0.10,0.00,0.00,1.00] ]], #HiddenPackage_PickUp: [[vector (-75.8579,3308.76,-31.7015), [-0.10,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityIntersection", #aipath: ["CityIntersection"], #direction: "SouthNorth", #position: vector(-95.0016,3500.0,-33.5015), #ArrowsRight_Object: [[vector (-105.278,3502.47,-33.5014), [0.00,0.71,0.00,0.71] ]], #ArrowsLeft_Object: [[vector (-85.048,3497.51,-33.5014), [0.00,-0.71,0.00,0.71] ]], #LupoRed: [[vector (-88.0071,3409.33,-33.5015), [0.00,0.00,0.00,1.00] ]], #BusGrey: [[vector (-101.129,3549.74,-33.5014), [0.00,1.00,0.00,0.00] ]], #TruckGreen: [[vector (-101.351,3440.38,-33.5015), [0.00,1.00,0.00,0.00] ]]]
	CreateTile	CityAssets	[#type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "SouthEast", #position: vector(-95.0016,3750.47,-33.5014), #VendingMachine_Object: [[vector (-97.1823,3730.05,-33.2014), [0.00,-0.26,0.00,0.97] ], [vector (-99.9011,3731.87,-33.2014), [0.00,-0.26,0.00,0.97] ]], #MailBox_Object: [[vector (-35.0943,3767.76,-33.2014), [0.00,0.00,0.00,1.00] ], [vector (-31.6612,3767.82,-33.2014), [0.00,0.00,0.00,1.00] ]], #TransporterRed: [[vector (-70.3633,3688.1,-33.5014), [0.00,-0.26,0.00,0.97] ]], #TransporterWhite: [[vector (-31.4264,3725.99,-33.5014), [0.00,-0.50,0.00,0.87] ]]]
	CreateTile	CityAssets	[#type: "CityHorizontal", #aipath: ["CityHorizontal"], #direction: "WestEast", #position: vector(154.998,3750.0,-33.5014), #RoadBlock_Object: [[vector (134.863,3761.77,-33.2014), [0.00,0.00,0.00,1.00] ], [vector (144.68,3761.77,-33.2014), [0.00,0.00,0.00,1.00] ], [vector (154.352,3761.86,-33.2014), [0.00,0.00,0.00,1.00] ]], #Dumpster_Object: [[vector (162.839,3730.49,-33.2014), [0.00,0.00,0.00,1.00] ]], #GarbageBag_Object: [[vector (162.869,3733.1,-33.1493), [0.00,0.00,0.00,1.00] ], [vector (167.266,3731.97,-33.1493), [0.00,0.56,0.00,0.83] ], [vector (163.501,3737.91,-33.1493), [0.00,0.57,0.00,0.82] ]], #ParkingMeter_Object: [[vector (158.633,3738.21,-33.2014), [0.00,0.00,0.00,1.00] ]], #TransporterWhite: [[vector (203.44,3756.67,-33.5014), [0.00,0.71,0.00,0.71] ]], #TruckGreen: [[vector (132.183,3744.13,-33.5014), [0.00,-0.71,0.00,0.71] ]], #Nitro_PickUp: [[vector (34.5878,3726.53,-31.7014), [-0.10,0.00,0.00,1.00] ]], #CashBig_PickUp: [[vector (107.057,3726.58,-31.7014), [-0.10,0.00,0.00,1.00] ]], #CashSmall_PickUp: [[vector (91.6847,3726.53,-31.7014), [-0.10,0.00,0.00,1.00] ], [vector (76.0043,3726.33,-31.7014), [-0.10,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleExit", #aipath: ["CityDoubleExit"], #direction: "WestSouth", #position: vector(404.998,3750.0,-33.5012), #StopSign_Object: [[vector (323.086,3714.18,-33.2013), [0.00,0.92,0.00,-0.38] ], [vector (319.351,3710.01,-33.2013), [0.00,0.92,0.00,-0.39] ]], #TransporterRed: [[vector (334.166,3714.77,-33.5013), [0.00,0.38,0.00,0.92] ]], #CashSmall_PickUp: [[vector (335.115,3699.61,-31.7013), [-0.10,0.00,0.00,1.00] ], [vector (343.25,3689.36,-31.7013), [-0.10,0.00,0.00,1.00] ], [vector (349.413,3680.09,-31.7013), [-0.10,0.00,0.00,1.00] ], [vector (355.443,3668.88,-31.7012), [-0.10,0.00,0.00,1.00] ], [vector (358.48,3656.77,-31.7012), [-0.10,0.00,0.00,1.00] ], [vector (361.105,3645.02,-31.7012), [-0.10,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleDown", #aipath: ["CityDoubleDown"], #direction: "NorthSouth", #position: vector(404.998,3500.0,-13.5009), #OilDrumNormal_Object: [[vector (478.016,3379.01,-13.2612), [-0.01,0.00,0.00,1.00] ], [vector (473.406,3376.68,-13.2186), [-0.01,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (471.565,3377.78,-13.2388), [-0.01,0.00,0.00,1.00] ]], #ArrowsLeft_Object: [[vector (437.603,3390.04,-14.764), [-0.01,0.87,0.02,0.50] ]], #LupoBlue: [[vector (375.555,3620.04,-33.5014), [0.00,0.00,0.00,1.00] ], [vector (408.04,3481.44,-22.3058), [0.02,0.96,0.06,-0.26] ]], #TruckGreen: [[vector (431.544,3445.81,-17.9829), [0.01,0.99,0.05,-0.13] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleEntrance", #aipath: ["CityDoubleEntrance"], #direction: "NorthSouth", #position: vector(459.998,3250.0,-13.5007), #CrateSmall_Object: [[vector (478.482,3169.09,-13.2007), [0.00,0.00,0.00,1.00] ]], #OilDrumNormal_Object: [[vector (473.738,3370.12,-13.2007), [0.00,0.00,0.00,1.00] ], [vector (471.915,3372.76,-13.2007), [0.00,0.00,0.00,1.00] ], [vector (478.783,3163.21,-13.2007), [0.00,-0.27,0.00,0.96] ], [vector (480.14,3165.08,-13.2007), [0.00,-0.27,0.00,0.96] ]], #OilDrumExplosive_Object: [[vector (447.112,3127.37,-13.2007), [0.00,0.00,0.00,1.00] ], [vector (449.587,3129.02,-13.2007), [0.00,0.00,0.00,1.00] ], [vector (444.187,3167.41,-13.2007), [0.00,0.00,0.00,1.00] ]], #Dumpster_Object: [[vector (477.71,3161.2,-13.2007), [0.00,0.00,0.00,1.00] ]], #GarbageBag_Object: [[vector (477.138,3164.88,-13.1486), [0.00,0.00,0.00,1.00] ]], #ParkingMeter_Object: [[vector (472.063,3161.69,-13.2007), [0.00,0.00,0.00,1.00] ]], #Crosses_Object: [[vector (357.316,3257.37,-13.5007), [0.00,0.71,0.00,0.71] ]], #TransporterWhite: [[vector (457.849,3347.43,-13.5007), [0.00,0.00,0.00,1.00] ]], #BusGrey: [[vector (453.396,3301.24,-13.5007), [0.00,0.00,0.00,1.00] ]], #Nitro_PickUp: [[vector (460.377,3229.49,-12.0007), [-0.10,0.00,0.00,1.00] ]], #Detonator_PickUp: [[vector (460.145,3191.26,-12.0007), [-0.10,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleExit", #aipath: ["CityDoubleExit"], #direction: "NorthSouth", #position: vector(459.998,3000.0,-13.5004), #OilDrumNormal_Object: [[vector (473.514,3074.11,-13.2007), [0.00,0.00,0.00,1.00] ], [vector (472.886,3028.1,-13.2006), [0.00,0.00,0.00,1.00] ], [vector (472.655,3008.98,-13.2005), [0.00,0.00,0.00,1.00] ], [vector (468.034,3008.37,-13.5005), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (445.031,2980.28,-13.2005), [0.00,0.00,0.00,1.00] ], [vector (472.86,2961.6,-13.2005), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (446.563,3049.39,-13.2006), [0.00,0.00,0.00,1.00] ], [vector (448.35,3050.34,-13.2006), [0.00,0.38,0.00,0.92] ], [vector (473.099,3072.07,-13.2006), [0.00,-0.26,0.00,0.97] ], [vector (445.339,2975.82,-13.2005), [0.00,-0.50,0.00,0.87] ], [vector (450.474,2980.55,-13.5005), [0.00,-0.50,0.00,0.87] ]], #StopSign_Object: [[vector (452.887,3026.3,-13.5006), [0.00,1.00,0.00,0.00] ], [vector (467.049,3026.3,-13.5006), [0.00,1.00,0.00,0.00] ]], #Ramp2_Object: [[vector (460.208,3048.27,-13.5006), [0.00,1.00,0.00,0.00] ]], #GasTank_Object: [[vector (444.775,3039.62,-13.2006), [0.00,0.00,0.00,1.00] ]], #Detonator_PickUp: [[vector (459.819,3098.67,-12.0007), [-0.10,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 21, #type: "CityDoubleUp", #aipath: ["CityDoubleUp"], #direction: "NorthSouth", #position: vector(404.998,2750.0,-33.5003)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 8, #type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "NorthSouth", #position: vector(-305.0,1750.47,-20.0014)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityDoubleVertical", #aipath: ["CityDoubleVertical"], #direction: "NorthSouth", #position: vector(0.0,-250.0,0.0)]
CityTrack1Build_End			
