CityTrack5Data_Begin			
	Name	Pjotrsburg BattleRace	
	CreateTile	CityAssets	[#type: "CityDoubleVertical", #aipath: ["CityDoubleVertical"], #direction: "SouthNorth", #position: vector(-54.9998,1750.0,-20.0012), #CrateSmall_Object: [[vector (-69.9774,1703.48,-20.0012), [0.00,0.00,0.00,1.00] ]], #OilDrumNormal_Object: [[vector (-69.5053,1710.25,-20.0012), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-91.2199,1720.05,-19.7012), [0.00,0.00,0.00,1.00] ], [vector (-36.5316,1723.9,-19.7012), [0.00,0.00,0.00,1.00] ], [vector (-42.77,1734.12,-7.52027), [0.00,0.00,0.00,1.00] ], [vector (-65.8337,1731.77,-7.52026), [0.00,0.00,0.00,1.00] ], [vector (-81.9001,1734.88,-7.52027), [0.00,0.00,0.00,1.00] ], [vector (-89.2244,1683.96,-19.7012), [0.00,0.00,0.00,1.00] ], [vector (-68.7396,1705.45,-20.0012), [0.00,0.00,0.00,1.00] ]], #ArrowsLeft_Object: [[vector (-54.076,1638.03,-20.0012), [0.00,-0.38,0.00,0.92] ], [vector (-67.7374,1755.65,-20.0012), [0.00,-0.71,0.00,0.70] ], [vector (-68.0328,1718.01,-20.0012), [0.00,-0.71,0.00,0.70] ], [vector (-67.58,1860.01,-20.0012), [0.00,-0.71,0.00,0.70] ]], #Detonator_PickUp: [[vector (-77.9091,1651.54,-18.5012), [-0.04,0.96,-0.16,0.24] ]]]
	CreateTile	CityAssets	[#type: "CityDoubleExit", #aipath: ["CityDoubleExit"], #direction: "SouthWest", #position: vector(-54.9997,2000.0,-20.0012), #Crosses_Object: [[vector (-47.7149,1881.77,-20.0012), [0.00,0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityJunction", #aipath: ["CityJunction"], #direction: "EastWest", #position: vector(-305.0,2000.0,-20.0014), #DirectionArrows_Object: [[vector (-303.702,1987.18,-20.0014), [0.00,1.00,0.00,0.00] ], [vector (-303.548,2013.79,-19.7014), [0.00,1.00,0.00,-0.01] ]], #Crosses_Object: [[vector (-309.715,1963.38,-20.0014), [0.00,1.00,0.00,-0.00] ]], #LupoRed: [[vector (-414.977,1992.99,-20.0014), [0.00,-0.71,0.00,0.71] ]], #BusDog: [[vector (-384.871,1992.74,-20.0014), [0.00,-0.71,0.00,0.71] ]], #Repair_PickUp: [[vector (-221.999,2022.44,-18.2014), [-0.04,0.96,-0.16,0.24] ]], #CashSmall_PickUp: [[vector (-343.982,2004.33,-18.5014), [-0.04,0.96,-0.16,0.24] ], [vector (-359.486,2004.35,-18.5014), [-0.04,0.96,-0.16,0.24] ], [vector (-375.052,2004.39,-18.5014), [-0.04,0.96,-0.16,0.24] ]]]
	CreateTile	CityAssets	[#type: "CityHorizontal", #aipath: ["CityHorizontal"], #direction: "EastWest", #position: vector(-555.0,2000.0,-20.0014), #Nitro_PickUp: [[vector (-489.526,1999.77,-18.5014), [-0.04,0.96,-0.16,0.24] ]]]
	CreateTile	CityAssets	[#type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "EastSouth", #position: vector(-805.0,2000.47,-20.0014), #DirectionArrows_Object: [[vector (-795.393,1947.35,-19.7015), [0.00,-0.85,0.00,0.53] ], [vector (-802.39,1933.04,-19.7015), [0.00,-0.80,0.00,0.60] ], [vector (-809.855,1914.3,-19.7015), [0.00,-0.74,0.00,0.67] ]]]
	CreateTile	CityAssets	[#type: "CityVertical", #aipath: ["CityVertical"], #direction: "NorthSouth", #position: vector(-805.0,1750.0,-20.0015), #Pylon_Object: [[vector (-797.544,1790.63,-20.0026), [0.00,0.00,0.00,1.00] ], [vector (-800.267,1788.44,-20.0026), [0.00,-0.27,0.00,0.96] ], [vector (-812.629,1778.75,-20.0026), [0.00,-0.52,0.00,0.85] ], [vector (-814.551,1781.06,-20.0026), [0.00,-0.73,0.00,0.68] ]], #OilDrumNormal_Object: [[vector (-793.93,1775.66,-19.7015), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-795.079,1773.4,-20.0015), [0.00,0.00,0.00,1.00] ], [vector (-815.131,1776.42,-19.7015), [0.00,0.00,0.00,1.00] ], [vector (-815.523,1772.62,-19.7015), [0.00,0.00,0.00,1.00] ], [vector (-817.264,1735.63,-19.7015), [0.00,0.00,0.00,1.00] ], [vector (-793.349,1726.62,-19.7015), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (-800.316,1684.91,-20.0015), [0.00,0.00,0.00,1.00] ], [vector (-798.034,1688.84,-20.0015), [0.00,0.00,0.00,1.00] ], [vector (-798.029,1685.27,-20.0015), [0.00,0.38,0.00,0.92] ], [vector (-798.111,1688.21,-18.136), [0.00,0.61,0.00,0.79] ]], #StopSign_Object: [[vector (-799.455,1780.25,-20.0015), [0.00,1.00,0.00,0.00] ], [vector (-811.199,1782.25,-20.0015), [0.00,1.00,0.00,0.00] ]], #Ramp1_Object: [[vector (-800.771,1697.75,-20.0015), [0.00,1.00,0.00,0.00] ]], #Repair_PickUp: [[vector (-801.148,1688.12,-16.5015), [-0.04,0.96,-0.16,0.24] ]], #Detonator_PickUp: [[vector (-804.898,1817.61,-18.5015), [-0.04,0.96,-0.16,0.24] ]]]
	CreateTile	CityAssets	[#type: "CityIntersection", #aipath: ["CityIntersection"], #direction: "NorthWest", #position: vector(-805.0,1500.0,-20.0015), #Ramp3_Object: [[vector (-835.688,1521.39,-19.7015), [0.00,0.92,0.00,0.38] ]], #ArrowsRight_Object: [[vector (-809.107,1489.01,-20.0015), [0.00,1.00,0.00,0.00] ], [vector (-791.122,1509.25,-20.0015), [0.00,-0.71,0.00,0.71] ]], #Nitro_PickUp: [[vector (-841.396,1515.28,-16.7015), [-0.04,0.96,-0.16,0.24] ]], #HiddenPackage_PickUp: [[vector (-923.611,1514.43,-18.2015), [-0.04,0.96,-0.16,0.24] ]]]
	CreateTile	CityAssets	[#type: "CityJunction", #aipath: ["CityJunction"], #direction: "EastSouth", #position: vector(-1055.0,1500.0,-20.0015), #Ramp1_Object: [[vector (-1070.76,1441.72,-19.7016), [0.00,0.99,0.00,-0.15] ]], #ArrowsLeft_Object: [[vector (-1080.28,1495.2,-20.0015), [0.00,0.71,0.00,0.71] ], [vector (-1062.51,1524.23,-19.7015), [0.00,0.24,0.00,0.97] ], [vector (-1027.94,1543.94,-19.7015), [0.00,0.27,0.00,0.96] ], [vector (-997.721,1562.58,-19.7015), [0.00,0.27,0.00,0.96] ]], #Crosses_Object: [[vector (-941.193,1605.98,-19.7015), [0.00,0.71,0.00,0.71] ]], #Nitro_PickUp: [[vector (-1067.21,1426.05,-16.2015), [-0.04,0.96,-0.16,0.24] ]]]
	CreateTile	CityAssets	[#type: "CityCurve2", #aipath: ["CityCurve2"], #direction: "NorthWest", #position: vector(-1055.0,1250.0,-20.0011)]
	CreateTile	CityAssets	[#type: "CityCurve3", #aipath: ["CityCurve3"], #direction: "EastNorth", #position: vector(-1305.0,1250.0,-20.0011)]
	CreateTile	CityAssets	[#type: "CityJunction", #aipath: ["CityJunction"], #direction: "SouthWest", #position: vector(-1305.0,1500.0,-20.0011), #ArrowsLeft_Object: [[vector (-1288.71,1490.51,-20.0011), [0.00,-0.71,0.00,0.71] ], [vector (-1309.06,1510.12,-19.7011), [0.00,-0.00,0.00,1.00] ]]]
	CreateTile	CityAssets	[#type: "CityHorizontal", #aipath: ["CityHorizontal"], #direction: "EastWest", #position: vector(-1555.0,1500.0,-20.0011), #OilDrumNormal_Object: [[vector (-1628.49,1474.53,-19.7011), [0.00,-0.38,0.00,0.92] ], [vector (-1638.79,1512.35,-19.7011), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-1630.89,1475.04,-19.7011), [0.00,0.00,0.00,1.00] ], [vector (-1661.74,1488.4,-19.7011), [0.00,0.00,0.00,1.00] ]], #DirectionArrows_Object: [[vector (-1463.93,1479.83,-19.7011), [0.00,1.00,0.00,-0.02] ], [vector (-1463.43,1517.18,-19.7011), [0.00,1.00,0.00,0.06] ]], #Dumpster_Object: [[vector (-1642.15,1473.27,-19.7011), [0.00,-0.26,0.00,0.97] ], [vector (-1632.36,1472.91,-19.7011), [0.00,0.00,0.00,1.00] ]], #GarbageBag_Object: [[vector (-1627.53,1472.02,-19.649), [0.00,0.00,0.00,1.00] ], [vector (-1626.89,1473.02,-19.649), [0.00,0.15,0.00,0.99] ], [vector (-1638.6,1474.15,-19.649), [0.00,0.30,0.00,0.95] ], [vector (-1636.31,1474.66,-19.649), [0.00,0.17,0.00,0.99] ]], #GasTank_Object: [[vector (-1651.35,1514.78,-19.7011), [0.00,-0.71,0.00,0.71] ]], #Detonator_PickUp: [[vector (-1603.35,1499.99,-18.5011), [-0.04,0.96,-0.16,0.24] ]]]
	CreateTile	CityAssets	[#type: "CityHorizontal", #aipath: ["CityHorizontal"], #direction: "EastWest", #position: vector(-1805.0,1500.0,-20.0011), #OilDrumExplosive_Object: [[vector (-1793.83,1514.97,-19.7011), [0.00,0.00,0.00,1.00] ], [vector (-1792.18,1514.77,-19.7011), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (-1790.88,1516.29,-19.7011), [0.00,0.00,0.00,1.00] ]], #CashSmall_PickUp: [[vector (-1704.8,1495.34,-18.5011), [-0.04,0.96,-0.16,0.24] ], [vector (-1724.34,1495.55,-18.5011), [-0.04,0.96,-0.16,0.24] ], [vector (-1745.0,1495.27,-18.5011), [-0.04,0.96,-0.16,0.24] ]]]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 14, #type: "CityCurve3", #aipath: ["CityCurve3"], #direction: "EastWest", #position: vector(-805.0,1250.0,-20.0016)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 14, #type: "CityHorizontal", #aipath: ["CityHorizontal"], #direction: "EastWest", #position: vector(-555.0,1500.0,-20.0015)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 9, #type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "EastWest", #position: vector(-54.9997,2250.47,-20.0016)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityDoubleVertical", #aipath: ["CityDoubleVertical"], #direction: "EastWest", #position: vector(0.0,-250.0,0.0)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityVertical", #aipath: ["CityVertical"], #direction: "EastWest", #position: vector(-305.0,1750.0,-20.0014)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityIntersection", #aipath: ["CityIntersection"], #direction: "EastWest", #position: vector(-2055.0,1500.0,-20.0012)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "EastWest", #position: vector(-1805.0,1750.0,-20.0011)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "EastWest", #position: vector(-1805.0,1750.0,-20.0011)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "EastWest", #position: vector(-1805.0,1750.0,-20.0011)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "EastWest", #position: vector(-1805.0,1750.0,-20.0011)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 20, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "EastWest", #position: vector(-1805.0,1750.0,-20.0011)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "EastWest", #position: vector(-1805.0,1750.0,-20.0011)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "EastWest", #position: vector(-1805.0,1750.0,-20.0011)]
CityTrack5Build_End			
