CityTrack107Data_Begin			
	Name	Pjotrsburg BattleRace	
	CreateTile	CityAssets	[#type: "CityJunction", #aipath: ["CityJunction"], #direction: "EastWest", #position: vector(-305.0,2000.0,-20.0014), #DirectionArrows_Object: [[vector (-303.702,1987.18,-20.0014), [0.00,1.00,0.00,0.00] ], [vector (-303.548,2013.79,-19.7014), [0.00,1.00,0.00,-0.01] ]], #Crosses_Object: [[vector (-309.715,1963.38,-20.0014), [0.00,1.00,0.00,-0.00] ]], #LupoRed: [[vector (-414.977,1992.99,-20.0014), [0.00,-0.71,0.00,0.71] ]], #BusDog: [[vector (-384.871,1992.74,-20.0014), [0.00,-0.71,0.00,0.71] ]], #Repair_PickUp: [[vector (-221.999,2022.44,-18.2014), [-0.15,-0.01,0.00,0.99] ]], #CashSmall_PickUp: [[vector (-343.982,2004.33,-18.5014), [-0.15,-0.01,0.00,0.99] ], [vector (-359.486,2004.35,-18.5014), [-0.15,-0.01,0.00,0.99] ], [vector (-375.052,2004.39,-18.5014), [-0.15,-0.01,0.00,0.99] ]]]
	CreateTile	CityAssets	[#type: "CityHorizontal", #aipath: ["CityHorizontal"], #direction: "EastWest", #position: vector(-555.0,2000.0,-20.0014), #Nitro_PickUp: [[vector (-489.526,1999.77,-18.5014), [-0.15,-0.01,0.00,0.99] ]]]
	CreateTile	CityAssets	[#type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "EastSouth", #position: vector(-805.0,2000.47,-20.0014), #DirectionArrows_Object: [[vector (-795.393,1947.35,-19.7015), [0.00,-0.85,0.00,0.53] ], [vector (-802.39,1933.04,-19.7015), [0.00,-0.80,0.00,0.60] ], [vector (-809.855,1914.3,-19.7015), [0.00,-0.74,0.00,0.67] ]]]
	CreateTile	CityAssets	[#type: "CityVertical", #aipath: ["CityVertical"], #direction: "NorthSouth", #position: vector(-805.0,1750.0,-20.0015), #Pylon_Object: [[vector (-797.544,1790.63,-20.0026), [0.00,0.00,0.00,1.00] ], [vector (-800.267,1788.44,-20.0026), [0.00,-0.27,0.00,0.96] ], [vector (-812.629,1778.75,-20.0026), [0.00,-0.52,0.00,0.85] ], [vector (-814.551,1781.06,-20.0026), [0.00,-0.73,0.00,0.68] ]], #OilDrumNormal_Object: [[vector (-793.93,1775.66,-19.7015), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-795.079,1773.4,-20.0015), [0.00,0.00,0.00,1.00] ], [vector (-815.131,1776.42,-19.7015), [0.00,0.00,0.00,1.00] ], [vector (-815.523,1772.62,-19.7015), [0.00,0.00,0.00,1.00] ], [vector (-817.264,1735.63,-19.7015), [0.00,0.00,0.00,1.00] ], [vector (-793.349,1726.62,-19.7015), [0.00,0.00,0.00,1.00] ]], #CrateBig_Object: [[vector (-800.316,1684.91,-20.0015), [0.00,0.00,0.00,1.00] ], [vector (-798.034,1688.84,-20.0015), [0.00,0.00,0.00,1.00] ], [vector (-798.029,1685.27,-20.0015), [0.00,0.38,0.00,0.92] ], [vector (-798.111,1688.21,-18.136), [0.00,0.61,0.00,0.79] ]], #StopSign_Object: [[vector (-799.455,1780.25,-20.0015), [0.00,1.00,0.00,0.00] ], [vector (-811.199,1782.25,-20.0015), [0.00,1.00,0.00,0.00] ]], #Ramp1_Object: [[vector (-800.771,1697.75,-20.0015), [0.00,1.00,0.00,0.00] ]], #Repair_PickUp: [[vector (-801.148,1688.12,-16.5015), [-0.15,-0.01,0.00,0.99] ]], #Detonator_PickUp: [[vector (-804.898,1817.61,-18.5015), [-0.15,-0.01,0.00,0.99] ]]]
	CreateTile	CityAssets	[#type: "CityIntersection", #aipath: ["CityIntersection"], #direction: "NorthWest", #position: vector(-805.0,1500.0,-20.0015), #Ramp3_Object: [[vector (-835.688,1521.39,-19.7015), [0.00,0.92,0.00,0.38] ]], #ArrowsRight_Object: [[vector (-809.107,1489.01,-20.0015), [0.00,1.00,0.00,0.00] ], [vector (-791.122,1509.25,-20.0015), [0.00,-0.71,0.00,0.71] ]], #Nitro_PickUp: [[vector (-841.396,1515.28,-16.7015), [-0.15,-0.01,0.00,0.99] ]], #Detonator_PickUp: [[vector (-916.491,1499.91,-18.5015), [-0.15,-0.01,0.00,0.99] ]]]
	CreateTile	CityAssets	[#type: "CityJunction", #aipath: ["CityJunction"], #direction: "EastWest", #position: vector(-1055.0,1500.0,-20.0015), #CrateSmall_Object: [[vector (-961.587,1487.26,-19.7015), [0.00,0.00,0.00,1.00] ], [vector (-962.214,1487.15,-18.4191), [0.00,0.38,0.00,0.92] ]], #OilDrumNormal_Object: [[vector (-985.045,1511.26,-19.7015), [0.00,0.00,0.00,1.00] ], [vector (-1007.77,1487.68,-19.7015), [0.00,0.00,0.00,1.00] ]], #OilDrumExplosive_Object: [[vector (-959.625,1489.07,-19.7015), [0.00,0.00,0.00,1.00] ]], #Dumpster_Object: [[vector (-1000.68,1479.16,-19.7015), [0.00,0.00,0.00,1.00] ], [vector (-985.801,1479.62,-19.7015), [0.00,0.00,0.00,1.00] ]], #Ramp1_Object: [[vector (-1070.76,1441.72,-19.7016), [0.00,0.99,0.00,-0.15] ]], #ArrowsRight_Object: [[vector (-1054.42,1482.65,-20.0015), [0.00,1.00,0.00,0.00] ]], #ArrowsLeft_Object: [[vector (-1027.94,1543.94,-19.7015), [0.00,0.27,0.00,0.96] ], [vector (-997.721,1562.58,-19.7015), [0.00,0.27,0.00,0.96] ]], #Crosses_Object: [[vector (-941.193,1605.98,-19.7015), [0.00,0.71,0.00,0.71] ]], #Nitro_PickUp: [[vector (-1067.21,1426.05,-16.2015), [-0.15,-0.01,0.00,0.99] ]]]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 14, #type: "CityCurve3", #aipath: ["CityCurve3"], #direction: "EastWest", #position: vector(-805.0,1250.0,-20.0016)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 14, #type: "CityHorizontal", #aipath: ["CityHorizontal"], #direction: "EastWest", #position: vector(-555.0,1500.0,-20.0015)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 9, #type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "EastWest", #position: vector(-54.9997,2250.47,-20.0016)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityDoubleVertical", #aipath: ["CityDoubleVertical"], #direction: "EastWest", #position: vector(0.0,-250.0,0.0)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityVertical", #aipath: ["CityVertical"], #direction: "EastWest", #position: vector(-305.0,1750.0,-20.0014)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "EastWest", #position: vector(-555.0,1750.0,-20.0015)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 10, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "EastWest", #position: vector(-555.0,1750.0,-20.0015)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 15, #type: "CityCurve2", #aipath: ["CityCurve2"], #direction: "EastWest", #position: vector(-1055.0,1250.0,-20.0011)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 15, #type: "CityCurve4", #aipath: ["CityCurve4"], #direction: "EastWest", #position: vector(-54.9997,2250.47,-20.0016)]
CityTrack107Build_End			
